brand, total_sales, type
Adidas, 1, Other
Adidas, 51, Other
Adidas, 28, Other
Adidas, 3, Other
Adidas, 5, Other
Adidas, 6, Other
Adidas, 1, Other
Adidas, 13, Other
Adidas, 27, Other
Adidas, 41, Other
Adidas, 1788, Other
Adidas, 435, Other
Adidas, 4, Other
Adidas, 129, Other
Adidas, 80, Other
Adidas, 76, Other
Adidas, 531, Other
Adidas, 177, Other
Adidas, 93, Other
Adidas, 77, Other
Adidas, 192, Other
Adidas, 13, Other
Adidas, 22, Other
Adidas, 85, Other
Adidas, 4, Other
Adidas, 5, Other
Adidas, 290, Other
Adidas, 8, Other
Adidas, 3, Other
Adidas, 25, Other
Adidas, 46, Other
Adidas, 23, Other
Adidas, 1, Other
Adidas, 12, Other
Adidas, 3, Other
Adidas, 10, Other
Adidas, 3, Other
Adidas, 29, Other
Adidas, 12, Other
Adidas, 1, Other
Adidas, 21, Other
Adidas, 12, Other
Adidas, 9, Other
Adidas, 15, Other
Adidas, 173, Other
Adidas, 41, Other
Adidas, 11, Other
Adidas, 293, Other
Adidas, 222, Other
Adidas, 18, Other
Adidas, 1194, Other
Adidas, 132, Other
Adidas, 74, Other
Adidas, 6, Other
Adidas, 1, Other
Adidas, 59, Other
Adidas, 53, Other
Adidas, 241, Other
Adidas, 8, Other
Adidas, 5, Other
Adidas, 25, Other
Adidas, 18, Other
Adidas, 10, Other
Adidas, 19, Other
Adidas, 27, Other
Adidas, 40, Other
Adidas, 3, Other
Adidas, 42, Other
Adidas, 17, Other
Adidas, 1, Other
Adidas, 4, Other
Adidas, 7, Other
Adidas, 10, Other
Adidas, 8, Other
Adidas, 7, Other
Adidas, 10, Other
Adidas, 8, Other
Adidas, 18, Other
Adidas, 7, Other
Adidas, 44, Other
Adidas, 77, Other
Adidas, 1, Other
Adidas, 12, Other
Adidas, 18, Other
Adidas, 43, Other
Adidas, 50, Other
Adidas, 25, Other
Adidas, 19, Other
Adidas, 1, Other
Adidas, 10, Other
Adidas, 42, Other
Adidas, 23, Other
Adidas, 29, Other
Adidas, 1, Other
Adidas, 27, Other
Adidas, 30, Other
Adidas, 671, Other
Adidas, 108, Other
Adidas, 11, Other
Adidas, 18, Other
Adidas, 9, Other
Adidas, 13, Other
Adidas, 24, Other
Adidas, 27, Other
Adidas, 238, Other
Adidas, 883, Other
Adidas, 875, Other
Adidas, 116, Other
Adidas, 517, Other
Adidas, 334, Other
Adidas, 4, Other
Adidas, 29, Other
Adidas, 22, Other
Adidas, 10, Other
Adidas, 68, Other
Adidas, 33, Other
Adidas, 34, Other
Adidas, 168, Other
Adidas, 4, Other
Adidas, 8, Other
Adidas, 8, Other
Adidas, 1, Other
Adidas, 2, Other
Adidas, 8, Other
Adidas, 4, Other
Adidas, 26, Other
Adidas, 8, Other
Adidas, 7, Other
Adidas, 8, Other
Adidas, 19, Other
Adidas, 58, Other
Adidas, 1, Other
Adidas, 6, Other
Adidas, 6, Other
Adidas, 14, Other
Adidas, 7, Other
Adidas, 45, Other
Adidas, 12, Other
Adidas, 27, Other
Adidas, 19, Other
Adidas, 12, Other
Adidas, 24, Other
Adidas, 5, Other
Adidas, 14, Other
Adidas, 4, Other
Adidas, 5, Other
Adidas, 1, Other
Adidas, 36, Other
Adidas, 16, Other
Adidas, 11, Other
Adidas, 23, Other
Adidas, 23, Other
Adidas, 11, Other
Adidas, 22, Other
Adidas, 23, Other
Adidas, 3, Other
Adidas, 11, Other
Adidas, 7, Other
Adidas, 9, Other
Adidas, 3, Other
Adidas, 20, Other
Adidas, 1, Other
Adidas, 1, Other
Adidas, 2, Other
Adidas, 6, Other
Adidas, 1, Other
Adidas, 22, Other
Adidas, 6, Other
Adidas, 16, Other
Adidas, 6, Other
Adidas, 19, Other
Adidas, 24, Other
Adidas, 16, Other
Adidas, 2, Other
Adidas, 5, Other
Adidas, 7, Other
Adidas, 1, Other
Adidas, 2, Other
Adidas, 26, Other
Adidas, 49, Other
Adidas, 94, Other
Adidas, 20, Other
Adidas, 89, Other
Adidas, 96, Other
Adidas, 267, Other
Adidas, 293, Other
Adidas, 85, Other
Adidas, 277, Other
Adidas, 43, Other
Adidas, 198, Other
Adidas, 1, Other
