pk, brand, type, name, colorway, image, release_date, retail_price, ticker, total_sales, url, year_high, year_low, avg_sale_price, premium
5198, Jordan, 10, Jordan 10 Retro Double Nickel, White/Black-True Red, https://stockx-360.imgix.net/Air-Jordan-10-Retro-Double-Nickel_TruView/Images/Air-Jordan-10-Retro-Double-Nickel_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548139613, 2015-03-28, 190, AJ10-55, 582, https://www.stockx.com/jordan-10-retro-double-nickel, 275, 115, 180, -100
5219, Jordan, 1, Jordan 1 Rebel XX Chicago (W), White/Black-University Red, https://stockx-360.imgix.net/Air-Jordan-1-Rebel-XX-Chicago-W/Images/Air-Jordan-1-Rebel-XX-Chicago-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-19, 145, AJ1RBLXX-CHIW, 1808, https://www.stockx.com/air-jordan-1-rebel-xx-chicago-w, 320, 76, 167, 0
5233, Jordan, 6, Jordan 6 Retro Wheat, Golden Harvest/Golden Harvest-Sail, https://stockx-360.imgix.net/Air-Jordan-6-Retro-Wheat/Images/Air-Jordan-6-Retro-Wheat/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546679266, 2017-11-24, 190, AJ6-WHEAT, 1195, https://www.stockx.com/air-jordan-6-retro-wheat, 349, 99, 137, -100
5248, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Static, Static/Static/Static, https://stockx-360.imgix.net/Adidas-Yeezy-Boost-350-V2-Static/Images/Adidas-Yeezy-Boost-350-V2-Static/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544657399, 2018-12-27, 220, YZY350V2-STATIC, 17434, https://www.stockx.com/adidas-yeezy-boost-350-v2-static, 1483, 222, 283, 0
5254, Nike, Air Max, Air Max 1 Curry (2018), Dark Curry/White-Sport Royal-Black, https://stockx-360.imgix.net/Nike-Air-Max-1-Curry-2018/Images/Nike-Air-Max-1-Curry-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-10, 150, AM1-ATMSCRRY18, 976, https://www.stockx.com/nike-air-max-1-atmos-curry-2018, 230, 40, 112, -100
5295, Nike, Air Max, Air Max 270 Black Hot Punch, Black/Black-Hot Punch, https://stockx-360.imgix.net/nike-air-max-270-black-hot-punch_TruView/Images/nike-air-max-270-black-hot-punch_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548140537, 2018-02-02, 150, AM270-BLKHTPNCH, 664, https://www.stockx.com/nike-air-max-270-black-hot-punch, 300, 100, 163, 0
5371, Nike, Air Max, Air Max 97 White Wolf Grey, White/Wolf Grey-Black, https://stockx-360.imgix.net/Nike-Air-Max-97-White-Wolf-Grey/Images/Nike-Air-Max-97-White-Wolf-Grey/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-08-01, 160, AM97-WHTWLFGRY, 1182, https://www.stockx.com/nike-air-max-97-white-wolf-grey, 315, 115, 180, 0
5409, Nike, Air Force, Air Force 1 Low Supreme x Comme des Garcons (2018), Black/White, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Supreme-X-Comme-Des-Garcons-2018/Images/Nike-Air-Force-1-Low-Supreme-X-Comme-Des-Garcons-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544025717, 2018-11-08, 165, AF1L-SUPCDG18, 3621, https://www.stockx.com/nike-air-force-1-low-supreme-x-comme-des-garcons-2018, 600, 248, 298, 0
5437, Jordan, 1, Jordan 1 Retro Mid New Love (2017), Black/Varsity Maize-White, https://stockx-360.imgix.net/air-jordan-1-retro-mid-new-love-2017_TruView/Images/air-jordan-1-retro-mid-new-love-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-06-01, 110, AJ1M-NEWLOVE17, 810, https://www.stockx.com/air-jordan-1-retro-mid-new-love-2017, 589, 150, 283, 100
5443, Nike, Air Max, Air Max 98 Cone, Cone/Tour Yellow-Hyper Grape, https://stockx-360.imgix.net/nike-air-max-98-cone_TruView/Images/nike-air-max-98-cone_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-20, 180, AM98-CONE, 2567, https://www.stockx.com/nike-air-max-98-cone, 550, 120, 225, 0
5473, Nike, Air Max, Air Vapormax Off White 2018, White/Total Orange-Black, https://stockx-360.imgix.net/Nike-Air-VaporMax-Off-White-2018/Images/Nike-Air-VaporMax-Off-White-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-14, 250, VPRMX-OFFWHT-18, 6410, https://www.stockx.com/nike-air-vapormax-off-white-2018, 1500, 400, 592, 100
5489, Jordan, 1, Jordan 1 Retro High Nigel Sylvester, Sail/White-Varsity Red-Reflect Silver, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Nigel-Sylvester/Images/Air-Jordan-1-Retro-High-Nigel-Sylvester/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-01, 180, AJ1H-NGLSYLVSTR, 4083, https://www.stockx.com/air-jordan-1-retro-high-nigel-sylvester, 600, 205, 339, 0
5531, Other, Vans, Vans Sk8-Hi Deconstructed Black, Black, https://stockx-360.imgix.net/Vans-Sk8-Hi-Deconstructed-Black/Images/Vans-Sk8-Hi-Deconstructed-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-23, 115, SK8H-DCNBLK, 658, https://www.stockx.com/vans-sk8-hi-deconstructed-black, 500, 142, 239, 100
5570, Jordan, 3, Jordan 3 Retro Cyber Monday (2016), Black/Black-White, https://stockx-360.imgix.net/Air-Jordan-3-Cyber-Monday-2016_TruView/Images/Air-Jordan-3-Cyber-Monday-2016_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-10-15, 190, AJ3-CYBMON16, 606, https://www.stockx.com/air-jordan-3-cyber-monday-2016, 228, 80, 133, -100
5618, Nike, SB, Nike SB Dunk Low Doernbecher (2018), Fir/University Gold-Metallic Gold, https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Doernbecher-2018/Images/Nike-SB-Dunk-Low-Doernbecher-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545175669, 2018-12-14, 90, SBDNKL-DB18, 1313, https://www.stockx.com/nike-sb-dunk-low-doernbecher-2018, 350, 105, 192, 100
5632, Jordan, 1, Jordan 1 Retro High Blue Moon, Summit White/Blue Moon-Black, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Blue-Moon/Images/Air-Jordan-1-Retro-High-Blue-Moon/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-01, 160, AJ1H-BLUMN, 7353, https://www.stockx.com/air-jordan-1-retro-high-blue-moon, 545, 135, 235, 0
5672, Nike, Air Max, Air Max 97 Smokey Mauve, Smokey Mauve/Black-Midnight Navy-Sail, https://stockx-360.imgix.net/Nike-Air-Max-97-Smokey-Mauve/Images/Nike-Air-Max-97-Smokey-Mauve/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546679514, 2018-07-20, 160, AM97-SMKYMVE, 610, https://www.stockx.com/nike-air-max-97-smokey-mauve, 475, 130, 218, 0
5683, Nike, SB, Nike SB Gato Supreme White, White/White-Gym Red, https://stockx-360.imgix.net/Nike-SB-Gato-Supreme-White/Images/Nike-SB-Gato-Supreme-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-30, 110, SBGTO-SUPWHT, 1745, https://www.stockx.com/nike-sb-gato-supreme-white, 300, 80, 151, 0
5694, Nike, Air Max, Air VaporMax Utility Triple Black, Black/Black-Black, https://stockx-360.imgix.net/Nike-Air-VaporMax-Utility-Triple-Black/Images/Nike-Air-VaporMax-Utility-Triple-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-01-04, 225, NK-AVUTBK, 944, https://www.stockx.com/nike-air-vapormax-utility-triple-black, 350, 120, 199, -100
5866, Jordan, 3, Jordan 3 Retro Flyknit Black, Black/Black-Anthracite, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Flyknit-Black/Images/Air-Jordan-3-Retro-Flyknit-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-15, 200, AJ3FK-BLK, 1513, https://www.stockx.com/air-jordan-3-retro-flyknit-black, 555, 150, 232, 0
5882, Jordan, 13, Jordan 13 Retro Carmelo Anthony Class Of 2002 (B-Grade), Black/University Red-University Gold, https://stockx-360.imgix.net/Air-Jordan-13-Retro-Carmelo-Anthony-Class-Of-2002-B-Grade/Images/Air-Jordan-13-Retro-Carmelo-Anthony-Class-Of-2002-B-Grade/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546624384, 2018-09-15, 190, NK-AJ13RCACOBG, 3318, https://www.stockx.com/air-jordan-13-retro-carmelo-anthony-class-of-2002-b-grade, 230, 90, 131, -100
5891, Other, Converse, Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola Red, Garnet/White-Egret, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Kith-Red/Images/Converse-Chuck-Taylor-All-Star-70s-Hi-Kith-Red/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-18, 150, CTAS70H-KITHRD, 832, https://www.stockx.com/converse-chuck-taylor-all-star-70s-hi-kith-usa, 650, --, 327, 100
5905, Jordan, 1, Jordan 1 Retro Royal (2017), Black/Varsity Royal-White, https://stockx-360.imgix.net/air-jordan-1-retro-black-blue-2017_TruView/Images/air-jordan-1-retro-black-blue-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-04-01, 160, AJ1-RYL17, 5396, https://www.stockx.com/air-jordan-1-retro-black-blue-2017, 400, 175, 265, 0
5916, Jordan, 13, Jordan 13 Retro Olive, Black/True Red-Light Olive, https://stockx-360.imgix.net/Air-Jordan-13-Retro-Olive/Images/Air-Jordan-13-Retro-Olive/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544832715, 2018-01-20, 190, AJ13-OLIVE, 1049, https://www.stockx.com/air-jordan-13-retro-olive, 206, 80, 128, -100
5936, Jordan, 3, Jordan 3 Retro Pure White (2018), White/White-White, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Pure-White-2018/Images/Air-Jordan-3-Retro-Pure-White-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-21, 190, AJ3-PURE18, 2054, https://www.stockx.com/air-jordan-3-retro-pure-2018, 311, 105, 165, -100
5939, Jordan, 5, Jordan 5 Retro Laney (2013), White/Varsity Maize-Varsity Royal-Black, https://stockx-360.imgix.net/Air-Jordan-5-Retro-Laney-2013_TruView/Images/Air-Jordan-5-Retro-Laney-2013_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2013-11-02, 170, AJ5-LANY13, 524, https://www.stockx.com/jordan-5-retro-laney-2013, 282, 110, 190, 0
5952, Other, Converse, Converse Chuck Taylor All-Star 70s Ox Comme des Garcons PLAY White, Milk/White-High Risk Red, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Ox-Comme-Des-Garcons-Play-White/Images/Converse-Chuck-Taylor-All-Star-70s-Ox-Comme-Des-Garcons-Play-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546586579, --, 120, CV-CTAS7OCDGPWT, 1248, https://www.stockx.com/converse-chuck-taylor-all-star-70s-ox-comme-des-garcons-play-white, 220, 90, 141, 0
5957, Jordan, 3, Jordan 3 Retro International Flight, Sail/Sport Royal-Light Bone-Fire Red, https://stockx-360.imgix.net/Air-Jordan-3-Retro-International-Pack/Images/Air-Jordan-3-Retro-International-Pack/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-30, 190, AJ3-INTLFT, 2543, https://www.stockx.com/air-jordan-3-retro-international-pack, 400, 101, 168, -100
6017, Jordan, 12, Jordan 12 Retro Chinese New Year, White/Black-Varisty Red, https://stockx-360.imgix.net/air-jordan-12-retro-chinese-new-year_TruView/Images/air-jordan-12-retro-chinese-new-year_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-01-28, 250, AJ12-CNY, 704, https://www.stockx.com/air-jordan-12-retro-chinese-new-year, 465, 190, 266, 0
6028, Nike, Air Max, Air VaporMax Flyknit 2 White Vast Grey, White/White-Vast Grey-Football Grey, https://stockx-360.imgix.net/Nike-Air-VaporMax-Flyknit-2-White-Vast-Grey/Images/Nike-Air-VaporMax-Flyknit-2-White-Vast-Grey/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546756221, 2018-06-28, 190, NK-AVF2WTVGY, 525, https://www.stockx.com/nike-air-vapormax-flyknit-2-white-vast-grey, 280, 100, 172, -100
6046, Adidas, NMD, adidas NMD Hu Pharrell Inspiration Pack White, Footwear White/Bold Green/Bright Yellow, https://stockx-360.imgix.net/Adidas-NMD-Hu-Pharrell-Inspiration-Pack-White/Images/Adidas-NMD-Hu-Pharrell-Inspiration-Pack-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546678829, 2018-11-10, 250, NMDH-IPW, 2328, https://www.stockx.com/adidas-nmd-hu-pharrell-inspiration-pack-white, 683, 140, 231, -100
6050, Jordan, 10, Jordan 10 Retro Shadow (2018), Dark Shadow/True Red-Black, https://stockx-360.imgix.net/Air-Jordan-10-Retro-Shadow-2018_TruView/Images/Air-Jordan-10-Retro-Shadow-2018_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-21, 190, AJ10-SHDW18, 2070, https://www.stockx.com/air-jordan-10-retro-shadow-2018, 280, 81, 153, -100
6080, Jordan, 4, Jordan 4 Retro Fire Red Singles Day 2018 (W), Fire Red/Summit White-Black, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Singles-Day-W/Images/Air-Jordan-4-Retro-Singles-Day-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546584352, 2018-11-11, 190, AJ4-FRSDYW, 954, https://www.stockx.com/air-jordan-4-retro-fire-red-w, 280, 101, 175, -100
6127, Adidas, Ultraboost, adidas Ultra Boost 4.0 Running White, Running White/Running White/Running White, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4-0-Running-White/Images/Adidas-Ultra-Boost-4-0-Running-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-30, 180, AD-UB40RWT, 5652, https://www.stockx.com/adidas-ultra-boost-4-0-running-white, 250, 75, 136, -100
6153, Adidas, NMD, adidas NMD Racer Juice HK, Black/Black/White, https://stockx-360.imgix.net/Adidas-NMD-Racer-Juice-HK/Images/Adidas-NMD-Racer-Juice-HK/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546678881, 2018-01-20, 220, ADINMDRCR-JUICE, 640, https://www.stockx.com/adidas-nmd-racer-juice-hk, 250, 55, 131, -100
6235, Adidas, Ultraboost, adidas Ultra Boost 4.0 Dark Mocha, Core Black/Trace Khaki/Raw Gold, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4pt0-Dark-Mocha/Images/Adidas-Ultra-Boost-4pt0-Dark-Mocha/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546582644, 2017-11-30, 180, AD-UB4DM, 675, https://www.stockx.com/adidas-ultra-boost-4pt0-dark-mocha, 300, 60, 127, -100
6247, Adidas, Other, adidas Yung-1 Dragon Ball Z Frieza, Cloud White/Unity Purple/Clear Lilac, https://stockx-360.imgix.net/Adidas-Yung-1-Dragon-Ball-Z-Frieza/Images/Adidas-Yung-1-Dragon-Ball-Z-Frieza/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1539027177, 2018-09-29, 150, YNG1-DBZFRZ, 2464, https://www.stockx.com/adidas-yung-1-dragon-ball-z-frieza, 500, 126, 199, 0
6275, Adidas, Other, adidas Falcon Core Black Light Granite, Core Black/Core Black/Light Granite, https://stockx-360.imgix.net/Adidas-Falcon-Core-Black-Light-Granite/Images/Adidas-Falcon-Core-Black-Light-Granite/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-02, 150, AD-FCBKLG, 735, https://www.stockx.com/adidas-falcon-core-black-light-granite, 225, 80, 139, -100
6312, Adidas, NMD, adidas NMD R1 Core Black Lush Red (2015-2017), Core Black/Core Black/Lush Red, https://stockx-360.imgix.net/adidas-nmd-core-black-lush-red_TruView/Images/adidas-nmd-core-black-lush-red_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2015-12-12, 170, ADINMD-OG, 994, https://www.stockx.com/adidas-nmd-core-black-lush-red, 375, 165, 251, 0
6324, Nike, Air Max, Air VaporMax 97 Metallic Gold, Metallic Gold/Varsity Red-Black-White, https://stockx-360.imgix.net/Nike-Air-VaporMax-97-Metallic-Gold/Images/Nike-Air-VaporMax-97-Metallic-Gold/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-17, 190, VPRMX97-METGLD, 1380, https://www.stockx.com/nike-air-vapormax-97-metallic-gold, 299, 100, 173, -100
6327, Jordan, 1, Jordan 1 Retro High Flyknit Bred, Black/Varsity Red-White, https://stockx.imgix.net/Air-Jordan-1-Retro-High-Flyknit-Bred.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-09-09, 180, AJ1H-FKBRED, 977, https://www.stockx.com/air-jordan-1-retro-high-flyknit-bred, 205, 80, 138, -100
6331, Jordan, 11, Jordan 11 Retro Low Iridescent (GS), White/Black-Emerald Rise, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Low-Emerald-GS/Images/Air-Jordan-11-Retro-Low-Emerald-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-31, 130, AJ11L-IRDSCNTGS, 1007, https://www.stockx.com/air-jordan-11-retro-low-emerald-gs, 275, 90, 163, 0
6340, Nike, Basketball, Nike PG 2 Playstation, Black/Racer Blue, https://stockx-360.imgix.net/Nike-PG-2-Playstation/Images/Nike-PG-2-Playstation/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-10, 110, PG2-PLYSTTN, 954, https://www.stockx.com/nike-pg-2-playstation, 980, 252, 526, 300
6409, Nike, Kobe, Kobe AD Sail Multi-Color, Sail/Multi-Color, https://stockx-360.imgix.net/Nike-Kobe-AD-Sail-Multi-Color/Images/Nike-Kobe-AD-Sail-Multi-Color/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-24, 140, KBAD-SAILMULTI, 801, https://www.stockx.com/nike-kobe-ad-sail-multi-color, 300, 120, 189, 0
6437, Jordan, Other, Jordan Legacy 312 Storm Blue, Sail/Black-Storm Blue, https://stockx-360.imgix.net/Air-Jordan-Legacy-312-Storm-Blue/Images/Air-Jordan-Legacy-312-Storm-Blue/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-14, 160, LGCY312-STRMBLU, 1776, https://www.stockx.com/air-jordan-legacy-312-storm-blue, 400, 115, 220, 0
6448, Jordan, 4, Jordan 4 Retro Travis Scott Cactus Jack, University Blue/Black-Varsity Red, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack/Images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-09, 225, AJ4-TSCCTSJCK, 18198, https://www.stockx.com/air-jordan-4-retro-travis-scott-cactus-jack, 2200, 285, 380, 0
6454, Jordan, 1, Jordan 1 Retro High Aleali May Court Lux (W), Bordeaux/Light Armory Blue-Sunset Tint, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Aleali-May-Multi-Color-W/Images/Air-Jordan-1-Retro-High-Aleali-May-Multi-Color-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545956689, 2018-12-22, 160, AJ1H-AMMLTI, 1677, https://www.stockx.com/air-jordan-1-retro-high-aleali-may-multi-color-w, 499, 160, 213, 0
6455, Adidas, Ultraboost, adidas Ultra Boost 4.0 Triple Black Nubuck Cage, Core Black/Core Black/Active Red, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4-Triple-Black/Images/Adidas-Ultra-Boost-4-Triple-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1543374118, 2018-12-03, 180, UB4-TB, 1370, https://www.stockx.com/adidas-ultra-boost-4-triple-black, 265, 60, 171, -100
6509, Jordan, 11, Jordan 11 Retro Concord (2011), White/Black-Dark Concord, https://stockx-360.imgix.net/air-jordan-11-retro-concord-2011_TruView/Images/air-jordan-11-retro-concord-2011_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2011-12-23, 175, AJ11-CNCRD11, 728, https://www.stockx.com/jordan-11-retro-concord-2011, 1000, 240, 386, 100
6518, Nike, Lebron, LeBron 15 Air Max 95, Cool Grey/Neon Yellow, https://stockx-360.imgix.net/nike-lebron-15-air-max-95_TruView/Images/nike-lebron-15-air-max-95_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-25, 200, L15-AM95, 616, https://www.stockx.com/nike-lebron-15-air-max-95, 430, 140, 246, 0
6522, Adidas, NMD, adidas NMD Hu Pharrell Inspiration Pack Clear Sky, Clear Sky/Core Black/Bold Orange, https://stockx-360.imgix.net/Adidas-NMD-Hu-Pharrell-Inspiration-Pack-Clear-Sky/Images/Adidas-NMD-Hu-Pharrell-Inspiration-Pack-Clear-Sky/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1543952013, 2018-11-10, 250, NMDH-IPCS, 2013, https://www.stockx.com/adidas-nmd-hu-pharrell-inspiration-pack-clear-sky, 900, 160, 232, -100
6543, Jordan, 4, Jordan 4 Retro Kaws Black, Black/Black-Clear-Glow, https://stockx-360.imgix.net/air-jordan-4-retro-kaws-black_TruView/Images/air-jordan-4-retro-kaws-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548444857, 2017-11-27, 350, AJ4-KAWSBLK, 1238, https://www.stockx.com/air-jordan-4-retro-kaws-black, 1653, 575, 782, 100
6690, Jordan, 1, Jordan 1 Retro High Gatorade Cyber, Cyber/Cyber, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Gatorade-Cyber_TruView/Images/Air-Jordan-1-Retro-High-Gatorade-Cyber_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-26, 175, AJ1H-G8RDCYBR, 972, https://www.stockx.com/air-jordan-1-retro-high-gatorade-cyber, 250, 85, 148, -100
6714, Jordan, 3, Jordan 3 Retro Free Throw Line White Cement, White/White-Fire Red-Black, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Slam-Dunk-White-Cement/Images/Air-Jordan-3-Retro-Slam-Dunk-White-Cement/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-14, 200, NK-AJ3RSDWTC, 3810, https://www.stockx.com/air-jordan-3-retro-slam-dunk-white-cement, 870, 251, 417, 100
6729, Nike, Air Max, Air VaporMax Moc 2 Acronym Black, Black/Black-Volt, https://stockx-360.imgix.net/Nike-Air-Vapormax-Moc-2-Acronym-Black/Images/Nike-Air-Vapormax-Moc-2-Acronym-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-26, 225, NK-AVM2ABK, 1045, https://www.stockx.com/nike-air-vapormax-moc-2-acronym-black, 394, 120, 233, 0
6733, Jordan, 12, Jordan 12 Retro International Flight, College Navy/University Red-Sail, https://stockx-360.imgix.net/Air-Jordan-12-Retro-International-Pack/Images/Air-Jordan-12-Retro-International-Pack/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-08, 200, AJ12-INTLPK, 3736, https://www.stockx.com/air-jordan-12-retro-international-pack, 322, 100, 198, -100
6789, Jordan, 1, Jordan 1 Mid South Beach (GS), Turbo Green/Black-Hyper Pink-Orange Peel, https://stockx-360.imgix.net/Air-Jordan-1-Mid-South-Beach-GS/Images/Air-Jordan-1-Mid-South-Beach-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1539983139, 2018-10-01, 90, AJ1M-SBGS, 1617, https://www.stockx.com/air-jordan-1-mid-south-beach-gs, 194, 80, 125, 0
