brand, type, premium, total_sales, avg_sale_price
Adidas, Harden, 72.14, 31, 241
Adidas, Harden, -35.71, 28, 90
Adidas, Harden, 17.14, 264, 164
Adidas, Harden, -44.29, 57, 78
Adidas, Harden, -39.29, 94, 85
Adidas, Harden, 14.29, 57, 160
Adidas, Harden, -37.14, 42, 88
Adidas, Harden, -42.5, 153, 92
Adidas, Harden, -38.75, 126, 98
Adidas, Harden, -32.67, 102, 101
Adidas, Harden, -52.14, 19, 67
Adidas, Harden, -38.57, 59, 86
Adidas, Harden, -40.62, 7, 95
Adidas, Harden, -40, 8, 96
Adidas, Harden, -42.14, 35, 81
Adidas, Other, -56.47, 10, 74
Adidas, Other, -50.77, 10, 64
Adidas, Other, -13.6, 5, 216
Adidas, Other, -57.33, 10, 64
Adidas, Other, -40, 15, 90
Adidas, Other, -10.67, 210, 134
Adidas, Other, -36.67, 56, 95
Adidas, Other, 22, 1330, 183
Adidas, Other, -30.56, 141, 125
Adidas, Other, -27.78, 81, 130
Adidas, Other, -42.67, 43, 86
Adidas, Other, -26.67, 36, 110
Adidas, Other, -38, 7, 93
Adidas, Other, -42.86, 1, 80
Adidas, Other, 1.67, 51, 122
Adidas, Other, -39.29, 28, 85
Adidas, Other, -30.71, 3, 97
Adidas, Other, -26.92, 5, 95
Adidas, Other, -30, 6, 98
Adidas, Other, -37.5, 1, 50
Adidas, Other, -27.5, 13, 58
Adidas, Other, -35.22, 27, 149
Adidas, Other, 1255.83, 41, 3254
Adidas, Other, -16, 1788, 126
Adidas, Other, -26.92, 435, 95
Adidas, Other, -46.15, 4, 70
Adidas, Other, -61.11, 129, 70
Adidas, Other, -52, 80, 72
Adidas, Other, -45, 76, 110
Adidas, Other, 5, 531, 147
Adidas, Other, -19.43, 177, 282
Adidas, Other, -24.1, 93, 296
Adidas, Other, -6.86, 77, 326
Adidas, Other, -33.75, 192, 265
Adidas, Other, -50.75, 13, 197
Adidas, Other, -39.25, 22, 243
Adidas, Other, -40.75, 85, 237
Adidas, Other, -36, 4, 64
Adidas, Other, -41.54, 5, 76
Adidas, Other, -26.15, 290, 96
Adidas, Other, -20, 8, 80
Adidas, Other, -13, 3, 87
Adidas, Other, -40.83, 25, 71
Adidas, Other, -38.33, 46, 74
Adidas, Other, -31, 23, 69
Adidas, Other, -35, 1, 65
Adidas, Other, -55, 12, 54
Adidas, Other, -53.33, 3, 56
Adidas, Other, -38.89, 10, 110
Adidas, Other, -26.86, 3, 128
Adidas, Other, 19.43, 29, 418
Adidas, Other, -59.5, 12, 81
Adidas, Other, -65, 1, 70
Adidas, Other, -54.5, 21, 91
Adidas, Other, 10, 12, 132
Adidas, Other, -53.5, 9, 93
Adidas, Other, -28.42, 15, 68
Adidas, Other, -45, 173, 66
Adidas, Other, -58.33, 41, 50
Adidas, Other, -50, 11, 60
Adidas, Other, -46.67, 293, 64
Adidas, Other, -39.17, 222, 73
Adidas, Other, -40.83, 18, 71
Adidas, Other, 51.33, 1194, 227
Adidas, Other, -45, 132, 66
Adidas, Other, -50.83, 74, 59
Adidas, Other, -42.5, 6, 69
Adidas, Other, -41.67, 1, 70
Adidas, Other, -48.33, 59, 62
Adidas, Other, -42.5, 53, 69
Adidas, Other, -43.33, 241, 68
Adidas, Other, -38.33, 8, 74
Adidas, Other, -31.67, 5, 82
Adidas, Other, -22.86, 25, 108
Adidas, Other, -30.5, 18, 139
Adidas, Other, -40, 10, 90
Adidas, Other, -54, 19, 69
Adidas, Other, -58.82, 27, 70
Adidas, Other, -55.33, 40, 67
Adidas, Other, -60, 3, 60
Adidas, Other, -57.33, 42, 64
Adidas, Other, -57.06, 17, 73
Adidas, Other, -66.67, 1, 50
Adidas, Other, -46.15, 4, 70
Adidas, Other, -32.14, 7, 95
Adidas, Other, -38.75, 10, 98
Adidas, Other, -51.88, 8, 77
Adidas, Other, -57.5, 7, 68
Adidas, Other, -24.38, 10, 121
Adidas, Other, -57.5, 8, 68
Adidas, Other, -42.67, 18, 86
Adidas, Other, -48.82, 7, 87
Adidas, Other, -54.09, 44, 101
Adidas, Other, -54.12, 77, 78
Adidas, Other, -42.86, 1, 80
Adidas, Other, -49.38, 12, 81
Adidas, Other, -45, 18, 88
Adidas, Other, -30, 43, 126
Adidas, Other, -55.27, 50, 246
Adidas, Other, -30.29, 25, 122
Adidas, Other, 27.37, 19, 242
Adidas, Other, -8.33, 1, 110
Adidas, Other, 5, 10, 84
Adidas, Other, -21.82, 42, 86
Adidas, Other, -34.29, 23, 92
Adidas, Other, -69.33, 29, 46
Adidas, Other, -55.88, 1, 75
Adidas, Other, -29.5, 27, 141
Adidas, Other, -36.67, 30, 76
Adidas, Other, -37.14, 671, 88
Adidas, Other, -10.67, 108, 134
Adidas, Other, -45.83, 11, 65
Adidas, Other, -35, 18, 78
Adidas, Other, -31.67, 9, 82
Adidas, Other, -1.67, 13, 118
Adidas, Other, -26.67, 24, 88
Adidas, Other, -35.83, 27, 77
Adidas, Other, -20.71, 238, 111
Adidas, Other, 26.67, 883, 190
Adidas, Other, 42, 875, 213
Adidas, Other, -18.67, 116, 122
Adidas, Other, 28.67, 517, 193
Adidas, Other, -4.67, 334, 143
Adidas, Other, -60, 4, 64
Adidas, Other, -48.75, 29, 82
Adidas, Other, 4, 22, 208
Adidas, Other, -10.5, 10, 179
Adidas, Other, -48, 68, 104
Adidas, Other, 59.77, 33, 409
Adidas, Other, -36, 34, 128
Adidas, Other, 1.33, 168, 228
Adidas, Other, -43.33, 4, 68
Adidas, Other, -56.15, 8, 57
Adidas, Other, -24.17, 8, 91
Adidas, Other, -58.33, 1, 50
Adidas, Other, -19, 2, 81
Adidas, Other, -42.73, 8, 63
Adidas, Other, -38.18, 4, 68
Adidas, Other, -41.54, 26, 76
Adidas, Other, -43.64, 8, 62
Adidas, Other, -44.55, 7, 61
Adidas, Other, -43.33, 8, 85
Adidas, Other, -49.5, 19, 101
Adidas, Other, -15.33, 58, 127
Adidas, Other, -34.83, 1, 58
Adidas, Other, -13.33, 6, 65
Adidas, Other, -42.86, 6, 80
Adidas, Other, -44, 14, 112
Adidas, Other, -54.5, 7, 91
Adidas, Other, -38.12, 45, 99
Adidas, Other, -29.47, 12, 67
Adidas, Other, -44.21, 27, 53
Adidas, Other, -44.21, 19, 53
Adidas, Other, -50.77, 12, 64
Adidas, Other, -55.79, 24, 42
Adidas, Other, -55.56, 5, 40
Adidas, Other, -15.56, 14, 76
Adidas, Other, -25, 4, 90
Adidas, Other, -56.67, 5, 52
Adidas, Other, -45.83, 1, 65
Adidas, Other, -50, 36, 55
Adidas, Other, -51.33, 16, 73
Adidas, Other, -40.33, 11, 179
Adidas, Other, -28.33, 23, 215
Adidas, Other, -15.33, 23, 254
Adidas, Other, -40, 11, 72
Adidas, Other, -10, 22, 81
Adidas, Other, -12, 23, 66
Adidas, Other, -30.22, 3, 97
Adidas, Other, -19.09, 11, 89
Adidas, Other, -54.37, 7, 73
Adidas, Other, -54, 9, 69
Adidas, Other, -25, 3, 105
Adidas, Other, -46.06, 20, 89
Adidas, Other, -26.67, 1, 110
Adidas, Other, -46.67, 1, 80
Adidas, Other, -30, 2, 105
Adidas, Other, -61.88, 6, 61
Adidas, Other, -48.84, 1, 66
Adidas, Other, -43.12, 22, 91
Adidas, Other, -47, 6, 53
Adidas, Other, -26.25, 16, 59
Adidas, Other, -27.06, 6, 62
Adidas, Other, -13.75, 19, 69
Adidas, Other, -5.33, 24, 71
Adidas, Other, -54.67, 16, 68
Adidas, Other, -37.5, 2, 75
Adidas, Other, -48.24, 5, 44
Adidas, Other, -38.33, 7, 74
Adidas, Other, -7.06, 1, 79
Adidas, Other, -62.5, 2, 45
Adidas, Other, -39.29, 26, 85
Adidas, Other, -38.18, 49, 68
Adidas, Other, -31.25, 94, 110
Adidas, Other, -40.91, 20, 65
Adidas, Other, -43.64, 89, 62
Adidas, Other, -51.82, 96, 53
Adidas, Other, -37.69, 267, 81
Adidas, Other, -36.15, 293, 83
Adidas, Other, -46.36, 85, 59
Adidas, Other, -20.77, 277, 103
Adidas, Other, -50, 43, 55
Adidas, Other, -48.18, 198, 57
Adidas, Other, -47.27, 1, 58
Adidas, Other, -44.62, 210, 72
Adidas, Other, -53.64, 78, 51
Adidas, Other, -26.92, 272, 95
Adidas, Other, -40, 71, 66
Adidas, Other, -38.18, 100, 68
Adidas, Other, -50, 116, 55
Adidas, Other, -45.38, 160, 71
Adidas, Other, -14.29, 168, 120
Adidas, Other, -29.23, 106, 92
Adidas, Other, -22.73, 1, 85
Adidas, Other, -20.91, 3, 87
Adidas, Other, -46.36, 27, 59
Adidas, Other, -40, 44, 66
Adidas, Other, -24.55, 48, 83
Adidas, Other, -31.82, 43, 75
Adidas, Other, -14.55, 72, 94
Adidas, Other, -34.62, 59, 85
Adidas, Other, -38.46, 56, 80
Adidas, Other, 26, 22, 315
Adidas, Other, 11.2, 14, 278
Adidas, Other, -60, 22, 68
Adidas, Other, -32, 10, 136
Adidas, Other, -6, 8, 141
Adidas, Other, 8.46, 60, 141
Adidas, Other, -61.54, 1, 50
Adidas, Other, -50, 5, 60
Adidas, Other, -50, 3, 85
Adidas, Other, -66.88, 7, 53
Adidas, Other, -36.67, 36, 76
Adidas, Other, -60.62, 9, 63
Adidas, Other, -46.67, 2, 80
Adidas, Other, -53.12, 6, 75
Adidas, Other, -22.5, 18, 124
Adidas, Other, -61.67, 22, 69
Adidas, Other, -42.5, 8, 69
Adidas, Other, -26.67, 5, 88
Adidas, Other, -38.75, 2, 98
Adidas, Other, -66, 4, 51
Adidas, Other, -67.33, 11, 49
Adidas, Other, -64.38, 8, 57
Adidas, Other, -44, 9, 56
Adidas, Other, -72.73, 1, 30
Adidas, Other, -63.57, 3, 51
Adidas, Other, -43.57, 4, 79
Adidas, Other, -41.43, 2, 82
Adidas, Other, -50.71, 4, 69
Adidas, Other, -52.86, 13, 66
Adidas, Other, -50, 3, 60
Adidas, Other, -32.73, 5, 74
Adidas, Other, -41.87, 9, 93
Adidas, Other, -37, 14, 63
Adidas, Other, -57, 11, 43
Adidas, Other, -39, 10, 61
Adidas, Other, -40.91, 1, 65
Adidas, Other, -50.91, 5, 54
Adidas, Other, -39, 59, 61
Adidas, Other, -22, 4, 78
Adidas, Other, -46.67, 13, 64
Adidas, Other, -40, 20, 108
Adidas, Other, -28, 71, 162
Adidas, Other, -40, 54, 96
Adidas, Other, -28.24, 11, 122
Adidas, Other, 38.75, 1486, 222
Adidas, Other, -51.67, 24, 58
Adidas, Other, -32.5, 28, 162
Adidas, Other, -42.78, 8, 103
Adidas, Other, -62.44, 9, 169
Adidas, Other, -60.67, 6, 177
Adidas, Harden, -10, 85, 405
Adidas, Harden, -41.11, 44, 265
Adidas, Other, -45.38, 12, 213
Adidas, Other, -29.5, 20, 282
Adidas, Other, -21.75, 2, 313
Adidas, Other, -44.38, 9, 178
Adidas, Other, -36.25, 87, 204
Adidas, Other, -36, 97, 256
Adidas, Other, -20.89, 8, 178
Adidas, Other, 63.33, 247, 980
Adidas, Other, -46.23, 4, 164
Adidas, Other, 26.33, 16, 758
Adidas, Other, -33.85, 52, 86
Adidas, Other, -18.33, 7, 98
Adidas, Other, 0.77, 1256, 131
Adidas, Other, 32.67, 2464, 199
Adidas, Other, 20, 61, 180
Adidas, Other, 3.85, 1337, 135
Adidas, Other, 19.17, 155, 143
Adidas, Other, -31.54, 86, 89
Adidas, Other, 38.46, 88, 180
Adidas, Other, -40, 1, 60
Adidas, Other, -17, 21, 83
Adidas, Other, 0, 2, 100
Adidas, Other, -25, 1, 75
Adidas, Other, -14, 2, 86
Adidas, Other, -19, 16, 81
Adidas, Other, -25, 6, 75
Adidas, Other, 151.14, 42, 879
Adidas, Other, 75.29, 3520, 298
Adidas, Other, -42.14, 36, 81
Adidas, Other, -34.29, 80, 92
Adidas, Other, 105, 11, 369
Adidas, Other, -47.65, 8, 78
Adidas, Other, -41.03, 77, 115
Adidas, Other, -38.97, 2, 119
Adidas, Other, -68.75, 3, 50
Adidas, Other, -18.75, 4, 130
Adidas, Other, 22.73, 8, 135
Adidas, Other, -57.69, 1, 55
Adidas, Other, 2.73, 12, 113
Adidas, Other, -16.67, 16, 100
Adidas, Other, 2.5, 10, 123
Adidas, Other, -37.86, 102, 87
Adidas, Other, 52.94, 1, 260
Adidas, Other, -63.12, 11, 59
Adidas, Other, -57.5, 5, 68
Adidas, Other, -52.5, 38, 95
Adidas, Other, -31.87, 109, 109
Adidas, Other, -31.25, 178, 110
Adidas, Other, -62.5, 1, 45
Adidas, Other, -39.17, 10, 73
Adidas, Other, 0.65, 124, 156
Adidas, Other, -65.77, 4, 51
Adidas, Other, -68.5, 14, 63
Adidas, Other, -47.22, 115, 95
Adidas, Other, -62.22, 3, 68
Adidas, Other, -24.55, 8, 83
Adidas, Other, 0.91, 807, 111
Adidas, Other, -12.5, 2, 105
Adidas, Other, 18, 349, 118
Adidas, Other, -48.89, 5, 92
Adidas, Harden, -50, 109, 80
Adidas, Other, 1.67, 13, 122
Adidas, Other, -8.33, 7, 110
Adidas, Other, -4.44, 146, 172
Adidas, Other, -32.5, 149, 81
Adidas, Other, -43.33, 7, 68
Adidas, Other, -57.33, 10, 64
Adidas, Other, -58, 24, 63
Adidas, Other, -60, 34, 60
Adidas, Other, -31.67, 5, 123
Adidas, Other, -67.82, 30, 177
Adidas, Other, -32.5, 4, 81
Adidas, Other, -43.33, 2, 68
Adidas, Other, -70, 1, 33
Adidas, Other, -36.67, 11, 76
Adidas, Other, -46.33, 9, 161
Adidas, Other, 33.08, 42, 173
Adidas, Other, -49.52, 4, 53
Adidas, Other, -18.82, 7, 69
Adidas, Other, -43.57, 27, 79
Adidas, Other, -24.55, 12, 83
Adidas, Other, -17.69, 205, 107
Adidas, Other, -44.24, 7, 92
Adidas, Other, -61.67, 1, 46
Adidas, Other, -43.64, 14, 62
Adidas, Other, 0, 487, 120
Adidas, Other, 10, 1, 110
Adidas, Other, 56.67, 4, 47
Adidas, Other, -51, 6, 49
Adidas, Other, -55.62, 33, 71
Adidas, Other, -72.73, 3, 30
Adidas, Other, 48.29, 25, 519
Adidas, Other, -6.25, 1, 75
Adidas, Other, -26.25, 8, 59
Adidas, Other, -55.45, 1, 49
Adidas, Other, -21.11, 3, 71
Adidas, Other, 1.11, 1, 91
Adidas, Other, -4.44, 2, 86
Adidas, Other, -31.58, 1, 65
Adidas, Other, -49.41, 2, 43
Adidas, Other, -41.25, 9, 47
Adidas, Other, 1.67, 337, 61
Adidas, Other, -30, 13, 56
Adidas, Other, -11.25, 4, 71
Adidas, Other, -61.11, 1, 35
Adidas, Other, -61, 1, 39
Adidas, Other, -60, 5, 48
Adidas, Other, -66, 7, 51
Adidas, Other, -50, 3, 50
Adidas, Other, -32.41, 2, 98
Adidas, Other, -31.82, 1, 75
Adidas, Other, -47.27, 2, 58
Adidas, Other, -38, 2, 62
Adidas, Other, -65.45, 1, 38
Adidas, Other, -44, 4, 56
Adidas, Other, -65.33, 1, 52
Adidas, Other, -79.23, 1, 27
Adidas, Other, -69.23, 1, 40
Adidas, Other, -53.33, 5, 42
Adidas, Other, -19.17, 282, 97
Adidas, Other, -61.54, 2, 50
Adidas, Ultraboost, 27.27, 100, 280
Adidas, Ultraboost, -31, 52, 138
Adidas, Ultraboost, 3.5, 78, 207
Adidas, Ultraboost, -36, 309, 128
Adidas, Ultraboost, -41, 360, 118
Adidas, Ultraboost, 2.22, 102, 184
Adidas, Ultraboost, 4.57, 3, 366
Adidas, Ultraboost, -21.2, 77, 197
Adidas, Ultraboost, -37.27, 26, 138
Adidas, Ultraboost, -38.64, 1, 135
Adidas, Ultraboost, -25, 1, 165
Adidas, Ultraboost, 29.44, 15, 233
Adidas, Ultraboost, 15.45, 60, 254
Adidas, Ultraboost, -46.88, 40, 85
Adidas, Ultraboost, -52, 17, 96
Adidas, Ultraboost, -30.22, 60, 157
Adidas, Ultraboost, -35.56, 87, 145
Adidas, Ultraboost, -27.11, 45, 164
Adidas, Ultraboost, -61.5, 45, 77
Adidas, Ultraboost, -15.5, 37, 169
Adidas, Ultraboost, -25, 47, 150
Adidas, Ultraboost, -41.5, 52, 117
Adidas, Ultraboost, 77.5, 3, 355
Adidas, Ultraboost, 59.5, 17, 319
Adidas, Ultraboost, -6, 12, 188
Adidas, Ultraboost, 38, 24, 276
Adidas, Ultraboost, 21.14, 9, 212
Adidas, Ultraboost, 95.5, 12, 391
Adidas, Ultraboost, 11.5, 2, 223
Adidas, Ultraboost, 53.5, 7, 307
Adidas, Ultraboost, 54.5, 5, 309
Adidas, Ultraboost, 496.67, 3, 1074
Adidas, Ultraboost, 350, 1, 810
Adidas, Ultraboost, 235, 18, 603
Adidas, Ultraboost, 143.89, 80, 439
Adidas, Ultraboost, 413.33, 7, 924
Adidas, Ultraboost, 178.33, 25, 501
Adidas, Ultraboost, 30.56, 165, 235
Adidas, Ultraboost, -1, 2966, 198
Adidas, Ultraboost, -25.6, 366, 186
Adidas, Ultraboost, 22.78, 6, 221
Adidas, Ultraboost, 36.67, 8, 246
Adidas, Ultraboost, 149.44, 71, 449
Adidas, Ultraboost, 25.49, 45, 320
Adidas, Ultraboost, 102.75, 7, 517
Adidas, Ultraboost, 137.5, 17, 475
Adidas, Ultraboost, 125.56, 248, 406
Adidas, Ultraboost, 697.22, 7, 1435
Adidas, Ultraboost, -29, 1232, 142
Adidas, Ultraboost, -30, 1058, 140
Adidas, Ultraboost, 91.11, 50, 344
Adidas, Ultraboost, 110.56, 67, 379
Adidas, Ultraboost, 44.44, 24, 260
Adidas, Ultraboost, 68.89, 393, 304
Adidas, Ultraboost, 75, 14, 315
Adidas, Ultraboost, 331.67, 85, 777
Adidas, Ultraboost, 42, 429, 284
Adidas, Ultraboost, 47.78, 26, 266
Adidas, Ultraboost, 168.89, 21, 484
Adidas, Ultraboost, 101.11, 35, 362
Adidas, Ultraboost, 74.44, 135, 314
Adidas, Ultraboost, 78, 211, 356
Adidas, Ultraboost, 20, 28, 216
Adidas, Ultraboost, 31.96, 1225, 289
Adidas, Ultraboost, 94.44, 34, 350
Adidas, Ultraboost, 300.56, 63, 721
Adidas, Ultraboost, 163.33, 22, 474
Adidas, Ultraboost, 110.56, 49, 379
Adidas, Ultraboost, 13.89, 27, 205
Adidas, Ultraboost, -25.56, 154, 134
Adidas, Ultraboost, 20.56, 20, 217
Adidas, Ultraboost, 7, 298, 214
Adidas, Ultraboost, -20.5, 134, 159
Adidas, Ultraboost, -33.33, 8, 120
Adidas, Ultraboost, 21.11, 49, 218
Adidas, Ultraboost, 13.89, 44, 205
Adidas, Ultraboost, 5.56, 55, 190
Adidas, Ultraboost, 12.78, 129, 203
Adidas, Ultraboost, -27.5, 6, 116
Adidas, Ultraboost, 20.56, 96, 217
Adidas, Ultraboost, 5.56, 14, 190
Adidas, Ultraboost, 1.5, 511, 203
Adidas, Ultraboost, -11.2, 35, 222
Adidas, Ultraboost, 25.56, 58, 226
Adidas, Ultraboost, 13.89, 52, 205
Adidas, Ultraboost, -20.56, 10, 143
Adidas, Ultraboost, 21.67, 1606, 219
Adidas, Ultraboost, 42.78, 19, 257
Adidas, Ultraboost, 48.33, 26, 267
Adidas, Ultraboost, 46.67, 24, 264
Adidas, Ultraboost, 42.78, 13, 257
Adidas, Ultraboost, 11.67, 49, 201
Adidas, Ultraboost, -38.33, 2, 111
Adidas, Ultraboost, -16.11, 36, 151
Adidas, Ultraboost, -25, 10, 135
Adidas, Ultraboost, -12.5, 1315, 175
Adidas, Ultraboost, 98.75, 2, 318
Adidas, Ultraboost, -25.56, 233, 134
Adidas, Ultraboost, 7.78, 30, 194
Adidas, Ultraboost, 20.56, 21, 217
Adidas, Ultraboost, 18.33, 61, 213
Adidas, Ultraboost, 22.22, 325, 220
Adidas, Ultraboost, -0.56, 33, 179
Adidas, Ultraboost, 27.78, 17, 230
Adidas, Ultraboost, -17, 879, 166
Adidas, Ultraboost, 41.11, 120, 254
Adidas, Ultraboost, 51.67, 2, 273
Adidas, Ultraboost, -2.22, 12, 176
Adidas, Ultraboost, 15.56, 3, 208
Adidas, Ultraboost, -13, 71, 174
Adidas, Ultraboost, 11.5, 119, 223
Adidas, Ultraboost, 2.78, 108, 185
Adidas, Ultraboost, 48.89, 219, 268
Adidas, Ultraboost, -4.44, 94, 172
Adidas, Ultraboost, 13.89, 7, 205
Adidas, Ultraboost, 6.67, 3, 192
Adidas, Ultraboost, -17.78, 367, 148
Adidas, Ultraboost, -23.33, 141, 138
Adidas, Ultraboost, -9, 84, 182
Adidas, Ultraboost, -24.44, 505, 136
Adidas, Ultraboost, -21.67, 10, 141
Adidas, Ultraboost, -6.11, 85, 169
Adidas, Ultraboost, -20, 25, 144
Adidas, Ultraboost, -25.56, 123, 134
Adidas, Ultraboost, -28.33, 65, 129
Adidas, Ultraboost, -24.44, 120, 136
Adidas, Ultraboost, -5.5, 123, 189
Adidas, Ultraboost, -14.44, 306, 154
Adidas, Ultraboost, -28.89, 104, 128
Adidas, Ultraboost, 155.6, 29, 639
Adidas, Ultraboost, -12, 168, 176
Adidas, Ultraboost, -6, 646, 188
Adidas, Ultraboost, -40, 110, 108
Adidas, Ultraboost, -16.11, 12, 151
Adidas, Ultraboost, -2.22, 151, 176
Adidas, Ultraboost, -26.67, 11, 132
Adidas, Ultraboost, -2.78, 94, 175
Adidas, Ultraboost, -8.89, 74, 164
Adidas, Ultraboost, -21.88, 1, 125
Adidas, Ultraboost, -23.33, 109, 138
Adidas, Ultraboost, 26.11, 595, 227
Adidas, Ultraboost, -14, 302, 172
Adidas, Ultraboost, -0.62, 3, 159
Adidas, Ultraboost, -27, 423, 146
Adidas, Ultraboost, -26.67, 92, 132
Adidas, Ultraboost, -25, 55, 135
Adidas, Ultraboost, 5, 158, 210
Adidas, Ultraboost, -11.5, 18, 177
Adidas, Ultraboost, -12.22, 62, 158
Adidas, Ultraboost, -11.5, 168, 177
Adidas, Ultraboost, -20.56, 34, 143
Adidas, Ultraboost, -20, 6, 144
Adidas, Ultraboost, -25.56, 25, 134
Adidas, Ultraboost, 10.56, 148, 199
Adidas, Ultraboost, -10.5, 144, 179
Adidas, Ultraboost, -19.44, 431, 145
Adidas, Ultraboost, -34.44, 258, 118
Adidas, Ultraboost, 29.5, 198, 259
Adidas, Ultraboost, 55.56, 246, 280
Adidas, Ultraboost, 15.5, 306, 231
Adidas, Ultraboost, -9.44, 1043, 163
Adidas, Ultraboost, -20.56, 224, 143
Adidas, Ultraboost, -18.33, 443, 147
Adidas, Ultraboost, -28.89, 3, 128
Adidas, Ultraboost, -28.89, 1326, 128
Adidas, Ultraboost, 10, 774, 220
Adidas, Ultraboost, -36.67, 7, 114
Adidas, Ultraboost, -32.78, 242, 121
Adidas, Ultraboost, -16.67, 262, 150
Adidas, Ultraboost, 58, 214, 395
Adidas, Ultraboost, 68.4, 34, 421
Adidas, Ultraboost, -36.11, 1435, 115
Adidas, Ultraboost, -35.56, 199, 116
Adidas, Ultraboost, -32.22, 381, 122
Adidas, Ultraboost, -10, 2610, 162
Adidas, Ultraboost, 0, 401, 180
Adidas, Ultraboost, -37.22, 26, 113
Adidas, Ultraboost, -7.22, 193, 167
Adidas, Ultraboost, -21.43, 3, 110
Adidas, Ultraboost, -32.22, 17, 122
Adidas, Ultraboost, 17.22, 618, 211
Adidas, Ultraboost, -23.33, 130, 138
Adidas, Ultraboost, -33.89, 13, 119
Adidas, Ultraboost, -28.33, 373, 129
Adidas, Ultraboost, -21.67, 182, 141
Adidas, Ultraboost, -20.56, 757, 143
Adidas, Ultraboost, 16, 3167, 232
Adidas, Ultraboost, -23.89, 3500, 137
Adidas, Ultraboost, -28.89, 576, 128
Adidas, Ultraboost, -3.89, 171, 173
Adidas, Ultraboost, -29.44, 675, 127
Adidas, Ultraboost, -28.89, 136, 128
Adidas, Ultraboost, -20, 112, 144
Adidas, Ultraboost, -12.78, 602, 157
Adidas, Ultraboost, -39.44, 293, 109
Adidas, Ultraboost, -22.78, 122, 139
Adidas, Ultraboost, -28.89, 1983, 128
Adidas, Ultraboost, -38.89, 150, 110
Adidas, Ultraboost, -21.67, 510, 141
Adidas, Ultraboost, -30.56, 300, 125
Adidas, Ultraboost, 26.11, 4, 227
Adidas, Ultraboost, -16.67, 928, 150
Adidas, Ultraboost, -33.33, 34, 120
Adidas, Ultraboost, -24.44, 372, 136
Adidas, Ultraboost, -34.44, 12, 118
Adidas, Ultraboost, -15.56, 644, 152
Adidas, Ultraboost, -37, 1182, 126
Adidas, Ultraboost, -52.22, 6, 86
Adidas, Ultraboost, -30, 740, 126
Adidas, Ultraboost, -22.78, 1284, 139
Adidas, Ultraboost, -32, 306, 136
Adidas, Ultraboost, -36.67, 175, 114
Adidas, Ultraboost, -19.44, 1, 145
Adidas, Ultraboost, -31.67, 143, 123
Adidas, Ultraboost, -20, 13, 144
Adidas, Ultraboost, -37.78, 104, 112
Adidas, Ultraboost, -28.89, 2, 128
Adidas, Ultraboost, -25.56, 48, 134
Adidas, Ultraboost, -24.44, 5652, 136
Adidas, Ultraboost, -27.22, 879, 131
Adidas, Ultraboost, -22.22, 9, 140
Adidas, Ultraboost, -32.78, 380, 121
Adidas, Ultraboost, 5, 3516, 210
Adidas, Ultraboost, -5, 1370, 171
Adidas, Ultraboost, -19.44, 511, 145
Adidas, Ultraboost, -29.44, 1751, 127
Adidas, Ultraboost, -35, 168, 117
Adidas, Ultraboost, -5, 719, 171
Adidas, Ultraboost, -26.82, 1890, 161
Adidas, Ultraboost, 196.5, 62, 762
Adidas, Ultraboost, -37, 8, 126
Adidas, Ultraboost, -48.33, 157, 124
Adidas, Ultraboost, -40, 7, 144
Adidas, Ultraboost, -29.17, 31, 170
Adidas, Ultraboost, -49.17, 262, 122
Adidas, Ultraboost, -42.27, 9, 127
Adidas, Ultraboost, -49.09, 142, 112
Adidas, Ultraboost, -47.73, 33, 115
Adidas, Ultraboost, -39.55, 481, 133
Adidas, Ultraboost, -10.42, 141, 215
Adidas, Ultraboost, -29.17, 39, 170
Adidas, Ultraboost, -49.58, 149, 121
Adidas, Ultraboost, -46.82, 31, 117
Adidas, Ultraboost, -47.27, 189, 116
Adidas, Ultraboost, 1.67, 10, 183
Adidas, Ultraboost, 112.78, 7, 383
Adidas, Ultraboost, -13.18, 1369, 191
Adidas, Ultraboost, -32.73, 1800, 148
Adidas, Ultraboost, -11.43, 1, 124
Adidas, Ultraboost, 24.5, 29, 249
Adidas, Ultraboost, -25, 422, 150
Adidas, Ultraboost, -40.5, 767, 119
Adidas, Ultraboost, -47.5, 963, 105
Adidas, Ultraboost, -24, 549, 152
Adidas, Ultraboost, -6.67, 21, 168
Adidas, Ultraboost, -8.64, 183, 201
Adidas, Ultraboost, -34.58, 34, 193
Adidas, Ultraboost, -27.8, 39, 213
Adidas, Ultraboost, -44, 38, 112
Adidas, Ultraboost, -34, 60, 132
Adidas, Ultraboost, -50, 1, 100
Adidas, Ultraboost, -48, 52, 104
Adidas, Ultraboost, 3, 8, 206
Adidas, Ultraboost, -40, 397, 120
Adidas, Ultraboost, -48.5, 109, 103
Adidas, Ultraboost, 35, 3, 270
Adidas, Ultraboost, -52.5, 28, 95
Adidas, Ultraboost, -47.5, 13, 105
Adidas, Ultraboost, 13.5, 188, 227
Adidas, Ultraboost, -49.5, 152, 101
Adidas, Ultraboost, -45.5, 82, 109
Adidas, Ultraboost, -46, 282, 108
Adidas, Ultraboost, -54, 3, 92
Adidas, Ultraboost, -31, 1233, 138
Adidas, Ultraboost, -42.92, 43, 137
Adidas, Ultraboost, -34.5, 34, 131
Adidas, Ultraboost, -13.75, 823, 207
Adidas, Ultraboost, -20.56, 53, 143
Adidas, Ultraboost, -22.27, 135, 171
