brand, type, premium, total_sales, avg_sale_price
Nike, Basketball, -24.62, 53, 98
Nike, Basketball, 33.13, 292, 213
Nike, Basketball, 12.31, 256, 146
Nike, Basketball, -11.88, 195, 141
Nike, Basketball, -21.54, 42, 102
Nike, Basketball, -17.5, 33, 132
Nike, Basketball, -14.71, 189, 145
Nike, Basketball, 0.59, 85, 171
Nike, Basketball, -5, 316, 152
Nike, Basketball, -26.92, 50, 95
Nike, Basketball, 46.88, 290, 235
Nike, Basketball, 16.87, 42, 187
Nike, Basketball, -23.08, 41, 100
Nike, Basketball, -3.75, 93, 154
Nike, Basketball, 30.62, 337, 209
Nike, Basketball, 13.75, 637, 182
Nike, Basketball, 47.69, 45, 192
Nike, Basketball, 167.89, 202, 509
Nike, Basketball, 150.53, 277, 476
Nike, Basketball, 319.47, 326, 797
Nike, Basketball, -31.54, 13, 89
Nike, Basketball, 51.25, 164, 242
Nike, Basketball, 12.31, 37, 146
Nike, Basketball, 4.37, 448, 167
Nike, Basketball, -21.54, 94, 102
Nike, Basketball, 18.12, 173, 189
Nike, Basketball, 81.88, 103, 291
Nike, Basketball, 76.92, 33, 230
Nike, Basketball, -18.57, 157, 114
Nike, Basketball, -31.54, 38, 89
Nike, Basketball, 12.5, 128, 180
Nike, Basketball, -16.92, 25, 108
Nike, Basketball, -5.38, 134, 123
Nike, Basketball, -3.12, 683, 155
Nike, Basketball, -54.62, 9, 59
Nike, Basketball, -66.92, 5, 43
Nike, Basketball, -55.62, 125, 71
Nike, Basketball, -52.5, 49, 76
Nike, Basketball, -60, 23, 64
Nike, Basketball, -26.67, 11, 121
Nike, Basketball, -44.38, 153, 89
Nike, Basketball, -53.75, 93, 74
Nike, Basketball, 12.2, 65, 230
Nike, Basketball, -30.59, 4, 118
Nike, Basketball, 14.71, 2, 195
Nike, Basketball, -43.12, 41, 91
Nike, Basketball, -30, 14, 105
Nike, Basketball, -32.67, 4, 101
Nike, Basketball, -55.33, 4, 67
Nike, Basketball, -35.33, 4, 97
Nike, Basketball, -68.67, 3, 47
Nike, Basketball, -54.67, 8, 68
Nike, Basketball, 1.48, 24, 137
Nike, Basketball, -60, 31, 56
Nike, Basketball, -52.5, 14, 95
Nike, Basketball, -67, 23, 66
Nike, Basketball, -53.57, 41, 65
Nike, Basketball, -51.43, 19, 68
Nike, Basketball, 28.57, 1, 180
Nike, Basketball, 12.14, 3, 157
Nike, Basketball, -17.5, 1, 132
Nike, Basketball, -50, 3, 90
Nike, Basketball, 25.52, 101, 182
Nike, Basketball, -0.67, 60, 149
Nike, Basketball, -24.38, 19, 121
Nike, Basketball, -46.25, 12, 86
Nike, Basketball, -50.62, 7, 79
Nike, Basketball, -26.92, 18, 95
Nike, Basketball, -50, 149, 65
Nike, Basketball, -28.57, 1, 100
Nike, Basketball, -41.33, 234, 88
Nike, Basketball, -46.67, 1, 80
Nike, Basketball, -46.67, 72, 80
Nike, Basketball, 46.15, 1, 190
Nike, Basketball, 58.57, 5, 222
Nike, Basketball, 80.77, 6, 235
Nike, Basketball, 23.08, 1, 160
Nike, Basketball, -26.38, 47, 173
Nike, Basketball, -29.2, 122, 177
Nike, Basketball, -30.21, 76, 164
Nike, Basketball, -25.53, 51, 175
Nike, Basketball, -50.64, 45, 116
Nike, Basketball, -42.55, 31, 135
Nike, Basketball, -10.67, 12, 134
Nike, Basketball, -56.67, 12, 143
Nike, Basketball, -5.14, 84, 166
Nike, Kyrie, 35.38, 111, 176
Nike, Kyrie, 13.64, 25, 125
Nike, Kyrie, 98.18, 59, 218
Nike, Kyrie, 17.27, 11, 129
Nike, Kyrie, 26.36, 27, 139
Nike, Kyrie, 14.55, 28, 126
Nike, Kyrie, 10.91, 31, 122
Nike, Kyrie, 24.55, 45, 137
Nike, Kyrie, 10, 20, 121
Nike, Kyrie, 45.38, 83, 189
Nike, Kyrie, 1.82, 11, 112
Nike, Kyrie, -6.36, 20, 103
Nike, Kyrie, 29.09, 28, 142
Nike, Kyrie, -3.33, 57, 116
Nike, Kyrie, -35, 4, 65
Nike, Kyrie, -32.5, 18, 81
Nike, Kyrie, 38.33, 71, 166
Nike, Kyrie, 3.33, 17, 124
Nike, Kyrie, 28.33, 14, 154
Nike, Kyrie, 70.83, 123, 205
Nike, Kyrie, 23, 13, 123
Nike, Kyrie, 37.5, 85, 165
Nike, Kyrie, 188.8, 6, 361
Nike, Kyrie, -5, 21, 114
Nike, Kyrie, 34.17, 37, 161
Nike, Kyrie, 13.6, 38, 142
Nike, Kyrie, 50, 96, 240
Nike, Kyrie, -11.67, 61, 106
Nike, Kyrie, -29.09, 3, 78
Nike, Kyrie, 7.5, 15, 129
Nike, Kyrie, -21.67, 8, 94
Nike, Kyrie, 0, 17, 120
Nike, Kyrie, -5, 15, 114
Nike, Kyrie, -23, 14, 77
Nike, Kyrie, -1.67, 7, 118
Nike, Kyrie, 8, 3, 108
Nike, Kyrie, -10, 13, 108
Nike, Kyrie, 66.4, 63, 208
Nike, Kyrie, 0.83, 27, 121
Nike, Kyrie, 5.83, 22, 127
Nike, Kyrie, 40.83, 91, 169
Nike, Kyrie, 65, 27, 198
Nike, Kyrie, 14.17, 71, 137
Nike, Kyrie, -5.83, 27, 113
Nike, Kyrie, -44.17, 207, 67
Nike, Kyrie, -22, 12, 78
Nike, Kyrie, 0, 12, 120
Nike, Kyrie, 26.67, 91, 152
Nike, Kyrie, 156.67, 49, 308
Nike, Kyrie, 25.83, 144, 151
Nike, Kyrie, -24.17, 27, 91
Nike, Kyrie, -16.67, 20, 100
Nike, Kyrie, -40, 108, 72
Nike, Kyrie, 20, 1, 120
Nike, Kyrie, 144.17, 393, 293
Nike, Kyrie, -6.67, 4, 112
Nike, Kyrie, -29.17, 11, 85
Nike, Kyrie, -41.67, 192, 70
Nike, Kyrie, 91.67, 64, 230
Nike, Kyrie, -9, 15, 91
Nike, Kyrie, -25.83, 28, 89
Nike, Kyrie, 5, 31, 126
Nike, Kyrie, 19.17, 59, 143
Nike, Kyrie, -2.5, 33, 117
Nike, Kyrie, -5, 19, 95
Nike, Kyrie, -2.5, 276, 117
Nike, Kyrie, -1, 9, 99
Nike, Kyrie, -5, 223, 114
Nike, Kyrie, 0, 2, 100
Nike, Kyrie, 5.83, 218, 127
Nike, Kyrie, 9.17, 782, 131
Nike, Kyrie, 9, 27, 109
Nike, Kyrie, -26.67, 128, 88
Nike, Kyrie, -22, 28, 78
Nike, Kyrie, 24, 49, 124
Nike, Kyrie, -30.83, 191, 83
Nike, Kyrie, 0.83, 8, 121
Nike, Kyrie, -4.17, 121, 115
Nike, Kyrie, 735.83, 2, 1003
Nike, Kyrie, 50, 438, 180
Nike, Kyrie, 25, 79, 125
Nike, Kyrie, -19.17, 196, 97
Nike, Kyrie, 535.33, 89, 953
Nike, Kyrie, 140, 698, 288
Nike, Kyrie, 77, 107, 177
Nike, Kyrie, 14.62, 626, 149
Nike, Kyrie, 36.67, 700, 164
Nike, Kyrie, 376.8, 10, 596
Nike, Kyrie, 17.5, 4, 141
Nike, Kyrie, 10, 840, 132
Nike, Kyrie, -2, 50, 98
Nike, Kyrie, 2.5, 452, 123
Nike, Kyrie, -30, 14, 70
Nike, Kyrie, 45.45, 1, 80
Nike, Kyrie, 584.83, 13, 993
Nike, Kyrie, -7.27, 14, 102
Nike, Kyrie, 66.67, 3003, 200
Nike, Kyrie, 40, 329, 140
Nike, Kyrie, -16.67, 103, 100
Nike, Kyrie, -23.33, 64, 92
Nike, Kyrie, 7.5, 176, 129
Nike, Kyrie, -25.83, 164, 89
Nike, Kyrie, -6.67, 559, 112
Nike, Kyrie, 30, 1, 130
Nike, Kyrie, 5, 7, 126
Nike, Kyrie, 15.83, 9, 139
Nike, Kyrie, -30.83, 24, 83
Nike, Kyrie, -24.8, 228, 94
Nike, Kyrie, 26.92, 16, 165
Nike, Kyrie, -9.23, 294, 118
Nike, Kyrie, 41.43, 2113, 198
Nike, Kyrie, 19.09, 12, 131
Nike, Kyrie, -12.31, 209, 114
Nike, Kyrie, 21.54, 1707, 158
Nike, Kyrie, -27.5, 3, 58
Nike, Kyrie, -11.82, 33, 97
Nike, Kyrie, -0.91, 1, 109
Nike, Kyrie, 14.55, 31, 126
Nike, Kyrie, -6.36, 13, 103
Nike, Kyrie, 43.64, 56, 158
Nike, Kyrie, -4.55, 46, 105
Nike, Basketball, -38.89, 10, 110
Nike, Basketball, -31.67, 8, 123
Nike, Basketball, -61.11, 4, 70
Nike, Basketball, -45.26, 22, 104
Nike, Basketball, 42.5, 52, 171
Nike, Basketball, -1.67, 35, 118
Nike, Basketball, 0.56, 4, 181
Nike, Basketball, 10, 46, 231
Nike, Basketball, -41.43, 42, 123
Nike, Basketball, 710.81, 3, 1500
Nike, Basketball, -23.85, 1, 99
Nike, Basketball, 60.71, 42, 225
Nike, Basketball, 29.03, 1, 200
Nike, Basketball, -44, 91, 84
Nike, Basketball, -41.33, 141, 88
Nike, Basketball, -4.52, 4, 148
Nike, Basketball, -38.75, 201, 98
Nike, Basketball, -38, 11, 93
Nike, Basketball, -27.1, 11, 113
Nike, Basketball, -35.48, 2, 100
Nike, Basketball, -49.38, 107, 81
Nike, Basketball, 13.94, 17, 188
Nike, Basketball, -37, 197, 189
Nike, Basketball, -22.86, 113, 297
Nike, Kyrie, -4.67, 32, 286
Nike, Kyrie, 34.33, 27, 403
Nike, Kyrie, 8.67, 28, 326
Nike, Kyrie, 67.33, 36, 502
Nike, Basketball, -11.11, 1, 80
Nike, Basketball, -5.26, 1, 90
Nike, Basketball, 32, 550, 132
Nike, Basketball, 31, 474, 131
Nike, Basketball, 34, 471, 134
Nike, Basketball, -44.44, 2, 50
Nike, Basketball, 18.33, 578, 142
Nike, Basketball, 0, 1, 100
Nike, Basketball, -18.95, 42, 77
Nike, Basketball, 367.69, 5318, 608
Nike, Basketball, 307.69, 5613, 530
Nike, Basketball, 512.31, 1167, 796
Nike, Basketball, 1, 21, 101
Nike, Basketball, 15, 13, 115
Nike, Basketball, -9, 8, 91
Nike, Basketball, 13, 22, 113
Nike, Basketball, 13, 14, 113
Nike, Basketball, 20, 14, 120
Nike, Basketball, 34.44, 1, 121
Nike, Basketball, 75, 1, 210
Nike, Basketball, -54.74, 73, 43
Nike, Basketball, -34, 7, 66
Nike, Basketball, -34.74, 7, 62
Nike, Basketball, 0, 6, 100
Nike, Basketball, 144.62, 1, 159
Nike, Basketball, -18.18, 373, 90
Nike, Basketball, -29.09, 76, 78
Nike, Basketball, -31.85, 6, 92
Nike, Basketball, 24, 3, 124
Nike, Basketball, -27.5, 7, 87
Nike, Basketball, -35.45, 2, 71
Nike, Basketball, -25, 4, 75
Nike, Basketball, -2.5, 11, 117
Nike, Basketball, -33.33, 1, 80
Nike, Basketball, -31.82, 5, 75
Nike, Basketball, 13.91, 15, 131
Nike, Basketball, 16.52, 10, 134
Nike, Basketball, 17.39, 7, 135
Nike, Basketball, -14.67, 5, 128
Nike, Basketball, -16.67, 1, 100
Nike, Basketball, -29.17, 9, 85
Nike, Basketball, 34.5, 10, 269
Nike, Basketball, -33.33, 9, 110
Nike, Basketball, 52.86, 3, 107
Nike, Basketball, 4.17, 21, 125
Nike, Basketball, -27, 34, 73
Nike, Basketball, 225.33, 3, 244
Nike, Basketball, -12.5, 14, 105
Nike, Basketball, 24.64, 12, 172
Nike, Basketball, -31.67, 17, 82
Nike, Basketball, 53.33, 1, 230
Nike, Basketball, 140, 4, 216
Nike, Basketball, -37.65, 4, 53
Nike, Basketball, -5, 13, 114
Nike, Basketball, 21.11, 4, 109
Nike, Basketball, -10.71, 3, 125
Nike, Basketball, 216.92, 3, 412
Nike, Basketball, -36, 4, 64
Nike, Basketball, 83.33, 1, 275
Nike, Basketball, -41.6, 13, 146
Nike, Basketball, -48.8, 11, 128
Nike, Basketball, -45.2, 15, 137
Nike, Basketball, -57.14, 1, 60
Nike, Basketball, -40.83, 113, 71
Nike, Basketball, -26.67, 35, 110
Nike, Basketball, -55.33, 14, 67
Nike, Basketball, -40, 16, 90
Nike, Basketball, -39.33, 9, 91
Nike, Basketball, -45, 2, 66
Nike, Basketball, 19.29, 3, 167
Nike, Basketball, -35.71, 2, 90
Nike, Basketball, -32.86, 3, 94
Nike, Basketball, -39.29, 2, 85
Nike, Basketball, -31.5, 29, 137
Nike, Basketball, -52.67, 22, 71
Nike, Basketball, -14.67, 6, 128
Nike, Basketball, -43.75, 124, 90
Nike, Basketball, 81.82, 1, 200
Nike, Basketball, -32.5, 42, 135
Nike, Basketball, -10, 3, 180
Nike, Basketball, -60, 2, 100
Nike, Kyrie, 1.43, 6, 142
Nike, Basketball, -59.5, 4, 81
Nike, Basketball, -45, 5, 110
Nike, Basketball, -36.88, 37, 101
Nike, Basketball, -51.25, 4, 78
Nike, Basketball, -50.71, 21, 69
Nike, Basketball, 51.54, 29, 197
Nike, Basketball, 143.85, 42, 317
Nike, Basketball, 31.54, 36, 171
Nike, Basketball, 115.5, 5, 431
Nike, Basketball, -44.5, 5, 111
Nike, Basketball, -60, 1, 80
Nike, Basketball, 44.8, 4, 181
Nike, Basketball, -52.35, 8, 81
Nike, Basketball, -57.06, 3, 73
Nike, Basketball, 346.5, 8, 893
Nike, Basketball, -57.33, 29, 64
Nike, Basketball, -5.36, 6, 159
Nike, Basketball, 36.67, 2, 246
Nike, Basketball, -1.67, 2, 118
Nike, Basketball, 18.18, 1, 130
Nike, Basketball, -64.44, 1, 80
Nike, Basketball, -36, 9, 144
Nike, Basketball, -28.89, 1, 160
Nike, Basketball, -41.78, 7, 131
Nike, Basketball, -19.56, 13, 181
Nike, Basketball, -57.78, 3, 95
Nike, Basketball, -12, 5, 198
Nike, Kyrie, 152, 13, 504
Nike, Kyrie, 20, 278, 156
Nike, Basketball, -49.2, 5, 127
Nike, PG, -30, 41, 77
Nike, PG, -41.82, 128, 64
Nike, PG, -25.45, 133, 82
Nike, PG, 5.45, 18, 116
Nike, PG, -31.82, 132, 75
Nike, PG, -41.82, 123, 64
Nike, PG, -32.73, 38, 74
Nike, PG, 24.55, 34, 137
Nike, PG, -38.18, 86, 68
Nike, PG, -28.18, 13, 79
Nike, PG, -5.45, 77, 104
Nike, PG, 15.79, 1, 110
Nike, PG, -35.56, 7, 58
Nike, PG, 63.64, 135, 180
Nike, PG, -35.45, 211, 71
Nike, PG, -26.36, 52, 81
Nike, PG, -38.18, 121, 68
Nike, PG, 0.91, 20, 111
Nike, PG, -19.09, 47, 89
Nike, PG, -31.82, 28, 75
Nike, PG, -38.18, 96, 68
Nike, PG, 378.18, 954, 526
Nike, PG, 0, 1, 90
Nike, PG, -10.91, 36, 98
Nike, PG, -25.45, 4, 82
Nike, PG, -28.18, 83, 79
Nike, PG, -14.55, 40, 94
Nike, PG, 29.09, 46, 142
Nike, PG, 38.18, 994, 152
Nike, PG, 70, 553, 187
Nike, PG, 38.18, 6134, 152
Nike, PG, 8.89, 517, 98
Nike, PG, 40, 5, 154
Nike, PG, 21.67, 1121, 146
Nike, PG, 72.5, 38, 207
Nike, PG, 19, 14, 119
Nike, Basketball, -46.45, 22, 83
Nike, Basketball, -42.4, 16, 144
Nike, Basketball, -37.5, 82, 100
Nike, Basketball, -21.43, 6, 110
Nike, Basketball, -46.88, 262, 85
Nike, Basketball, 208.5, 776, 617
Nike, Basketball, 13.33, 1, 170
Nike, Basketball, 6.22, 9, 239
Nike, Basketball, 81.33, 14, 408
Nike, Basketball, 52.5, 147, 183
Nike, Basketball, 12.5, 8, 135
Nike, Basketball, 45, 146, 174
Nike, Basketball, 16.67, 25, 140
Nike, Basketball, -10.91, 15, 98
Nike, Basketball, -21.82, 4, 86
Nike, Basketball, -20.91, 3, 87
Nike, Basketball, -38.18, 44, 68
Nike, Basketball, -27.27, 2, 80
Nike, Basketball, -9.33, 93, 136
Nike, Basketball, -13.33, 58, 130
Nike, Basketball, -18, 135, 123
Nike, Basketball, -30, 10, 63
Nike, Basketball, -7, 2, 93
Nike, Basketball, -14.44, 60, 77
Nike, Basketball, -43.33, 9, 51
Nike, Basketball, 48.46, 179, 193
Nike, Basketball, -15.56, 73, 76
Nike, Basketball, 1.11, 123, 91
Nike, Basketball, 0, 3, 90
Nike, Basketball, -54, 18, 46
Nike, Basketball, 190, 5, 290
Nike, Basketball, -69.33, 3, 46
Nike, Basketball, -24.67, 16, 113
Nike, Basketball, -62.67, 10, 56
Nike, Basketball, -57.3, 35, 79
Nike, Basketball, -27.27, 1, 80
Nike, Basketball, -25.5, 14, 149
Nike, Basketball, -32.38, 177, 142
Nike, Basketball, -22, 17, 156
Nike, Basketball, -44.5, 7, 111
Nike, Basketball, 49.3, 59, 321
Nike, Basketball, 2, 17, 204
Nike, Basketball, -29.52, 231, 148
Nike, Basketball, -15, 10, 170
Nike, Basketball, -39.5, 16, 121
Nike, Basketball, 15, 2, 230
Nike, Basketball, -22.86, 21, 162
Nike, Basketball, -24.5, 6, 151
Nike, PG, -39.09, 15, 67
Nike, PG, -13.64, 41, 95
Nike, PG, 10.91, 130, 122
Nike, PG, 72.22, 1, 155
Nike, PG, -22.73, 146, 85
Nike, PG, -10, 270, 99
Nike, PG, 0.91, 131, 111
Nike, PG, -40, 24, 66
Nike, PG, -19.09, 50, 89
Nike, PG, -21.11, 1, 71
Nike, PG, -17.27, 66, 91
Nike, PG, -21.82, 73, 86
Nike, PG, -19.09, 9, 89
Nike, Basketball, -58.38, 10, 77
Nike, Basketball, -13.1, 17, 126
Nike, Basketball, 55.56, 39, 210
Nike, Basketball, -1.94, 10, 152
Nike, Basketball, -14.19, 5, 133
Nike, Basketball, -60.61, 7, 65
Nike, Basketball, -63.64, 4, 60
Nike, Basketball, -24.85, 42, 124
Nike, Basketball, -40, 5, 99
Nike, Basketball, -14.55, 10, 141
Nike, Basketball, -23.64, 26, 126
Nike, Basketball, -39.39, 12, 100
Nike, Basketball, -16.97, 11, 137
Nike, Basketball, -18.18, 1, 135
Nike, Basketball, -35.71, 116, 90
Nike, Basketball, -13.33, 3, 130
Nike, Basketball, -47.14, 8, 74
Nike, Basketball, -52.14, 79, 67
Nike, Basketball, 10, 23, 110
Nike, Basketball, -40.53, 2, 113
Nike, Basketball, -26.32, 8, 140
Nike, Basketball, 126.33, 1588, 894
Nike, Basketball, 31.67, 6, 237
Nike, Basketball, -23.81, 5, 160
Nike, Basketball, 0, 73, 150
Nike, Basketball, -44.29, 66, 78
Nike, Basketball, 88.8, 26, 236
Nike, Basketball, 21.6, 3, 152
Nike, Basketball, 10.71, 2, 155
Nike, Basketball, -14.38, 352, 137
Nike, Basketball, -36.22, 769, 118
Nike, Basketball, -3.85, 57, 125
Nike, Basketball, -41.18, 1, 100
Nike, Kyrie, 25.38, 46, 163
Nike, Kyrie, 50, 46, 165
Nike, Kyrie, 6.67, 16, 128
Nike, Kyrie, -3.2, 51, 121
Nike, Kyrie, 155.62, 14, 409
Nike, Kyrie, 27.5, 3, 153
Nike, Kyrie, -6.67, 112, 112
Nike, Kyrie, -29.17, 11, 85
Nike, Kyrie, 32.5, 76, 159
Nike, Kyrie, 1661.67, 6, 2114
Nike, Kyrie, 1525.83, 10, 1951
Nike, Kyrie, -23.33, 88, 92
Nike, Kyrie, -36.67, 217, 76
Nike, Kyrie, -15, 337, 102
Nike, Kyrie, 20.83, 699, 145
Nike, Kyrie, -25, 8, 75
Nike, Kyrie, 62.14, 1062, 227
Nike, Kyrie, -9.23, 221, 118
Nike, Kyrie, 4.55, 8, 115
Nike, Basketball, 55.38, 14, 202
Nike, Basketball, 0.63, 12, 161
Nike, Basketball, -51.88, 142, 77
Nike, Basketball, 58.71, 2, 246
Nike, Basketball, 58.28, 51, 459
Nike, Basketball, 110.77, 3, 274
Nike, Basketball, -50.67, 26, 74
Nike, Basketball, 1.67, 8, 122
Nike, Basketball, 175, 1, 550
Nike, Basketball, -55.33, 15, 67
Nike, Basketball, 15.48, 9, 194
Nike, Basketball, -46.67, 3, 120
Nike, PG, 194.55, 50, 324
Nike, Basketball, -65.41, 23, 64
Nike, Basketball, -5.2, 14, 237
Nike, Basketball, -40, 2, 63
Nike, Basketball, -52.67, 7, 71
Nike, Basketball, -34, 6, 132
Nike, Basketball, -36.36, 4, 105
Nike, Basketball, 28, 2, 160
Nike, Basketball, -7.69, 16, 120
Nike, Basketball, -42, 64, 87
Nike, Kyrie, 4.17, 41, 125
Nike, Basketball, -13.55, 2, 134
Nike, Basketball, -36.36, 2, 70
Nike, Basketball, 20.83, 1, 145
Nike, Basketball, 107.27, 8, 456
Nike, Kyrie, -4.17, 2, 115
Nike, Kyrie, 5.83, 314, 127
Nike, Basketball, 130.71, 3, 323
Nike, Basketball, -12.31, 39, 114
Nike, Basketball, -17.5, 1, 99
Nike, Basketball, -53.57, 2, 65
Nike, Basketball, -59.29, 1, 57
Nike, Basketball, -37.5, 1, 75
Nike, Kyrie, 30, 1770, 156
Nike, Basketball, 86.67, 1, 140
Nike, Basketball, -43.33, 1, 68
Nike, Basketball, 127.78, 2, 205
Nike, Basketball, 9.09, 1, 120
Nike, Kyrie, 88.46, 31, 245
Nike, Kyrie, 117.69, 16, 283
Nike, Foamposite, -16.4, 1340, 209
Nike, Foamposite, -29.23, 66, 138
Nike, Foamposite, 171, 6, 542
Nike, Foamposite, 118.26, 3152, 502
Nike, Foamposite, 42.78, 12, 257
Nike, Foamposite, 14.8, 98, 287
Nike, Foamposite, 38.55, 233, 381
Nike, Foamposite, 84.5, 6, 369
Nike, Foamposite, -30.87, 684, 159
Nike, Foamposite, 54.91, 146, 426
Nike, Foamposite, -14.78, 44, 196
Nike, Foamposite, -12, 25, 176
Nike, Foamposite, -26.96, 570, 168
Nike, Foamposite, -22.78, 11, 139
Nike, Foamposite, 62, 6, 324
Nike, Foamposite, 48, 26, 296
Nike, Foamposite, -28.26, 762, 165
Nike, Foamposite, 164.8, 67, 662
Nike, Foamposite, -5.5, 34, 189
Nike, Foamposite, -6.52, 796, 215
Nike, Foamposite, 2.73, 55, 226
Nike, Foamposite, -1.74, 68, 226
Nike, Foamposite, 8.8, 241, 272
Nike, Foamposite, 60, 17, 320
Nike, Foamposite, -17.83, 594, 189
Nike, Foamposite, -20.56, 51, 143
Nike, Foamposite, 0, 2, 50
Nike, Foamposite, -17, 5, 83
Nike, Foamposite, 5.33, 9, 79
Nike, Foamposite, 5.56, 13, 190
Nike, Foamposite, 25.22, 272, 288
Nike, Foamposite, -48.26, 133, 119
Nike, Foamposite, -23.33, 22, 138
Nike, Foamposite, 22, 4, 122
Nike, Foamposite, 13.33, 2, 85
Nike, Foamposite, -13.04, 129, 200
Nike, Foamposite, -55.56, 3, 80
Nike, Foamposite, -35.22, 384, 149
Nike, Foamposite, -51.67, 160, 87
Nike, Foamposite, -8.33, 23, 165
Nike, Foamposite, -12, 5, 88
Nike, Foamposite, 100.36, 248, 551
Nike, Foamposite, 146.29, 68, 431
Nike, Foamposite, -28.26, 371, 165
Nike, Foamposite, 0, 137, 230
Nike, Foamposite, -3.33, 12, 174
Nike, Foamposite, -10, 176, 207
Nike, Foamposite, 14.55, 50, 252
Nike, Foamposite, 48.7, 276, 342
Nike, Foamposite, 441.36, 65, 1191
Nike, Foamposite, -20.87, 208, 182
Nike, Foamposite, -31.3, 236, 158
Nike, Foamposite, -6.4, 47, 234
Nike, Foamposite, 19.6, 331, 299
Nike, Foamposite, -16.11, 9, 151
Nike, Foamposite, 90, 106, 475
Nike, Foamposite, -33.48, 330, 153
Nike, Foamposite, -36.11, 52, 115
Nike, Foamposite, 60, 1, 80
Nike, Foamposite, 5, 4, 105
Nike, Foamposite, 72.27, 212, 379
Nike, Foamposite, 19.5, 38, 239
Nike, Foamposite, 63.64, 101, 360
Nike, Foamposite, 6.5, 16, 213
Nike, Foamposite, -1.74, 650, 226
Nike, Foamposite, -28.89, 17, 128
Nike, Foamposite, 23.04, 5, 283
Nike, Foamposite, -25.22, 1120, 172
Nike, Foamposite, -1.11, 169, 178
Nike, Foamposite, -4, 5, 48
Nike, Foamposite, 14, 11, 114
Nike, Foamposite, 12, 6, 84
Nike, Foamposite, -20, 84, 188
Nike, Foamposite, -37.4, 103, 313
Nike, Foamposite, -34.6, 83, 327
Nike, Foamposite, -32, 73, 170
Nike, Foamposite, -19.44, 39, 145
Nike, Foamposite, 12, 6, 112
Nike, Foamposite, 46.67, 1, 110
Nike, Foamposite, -37.22, 5, 113
Nike, Foamposite, 20, 1, 90
Nike, Foamposite, 233.6, 81, 834
Nike, Foamposite, 186.8, 64, 717
Nike, Foamposite, 2, 120, 255
Nike, Foamposite, 1442.5, 8, 4319
Nike, Foamposite, -23.33, 2, 138
Nike, Foamposite, -10.8, 243, 223
Nike, Foamposite, -3.2, 45, 242
Nike, Foamposite, 13.89, 10, 205
Nike, Foamposite, 36.67, 13, 246
Nike, Foamposite, -33.89, 24, 119
Nike, Foamposite, -2, 5, 98
Nike, Foamposite, -14.67, 5, 64
Nike, Foamposite, -16.82, 111, 183
Nike, Foamposite, -0.43, 246, 229
Nike, Foamposite, -20, 1788, 200
Nike, Foamposite, 15.6, 181, 289
Nike, Foamposite, 26, 153, 315
Nike, Foamposite, -11.3, 947, 204
Nike, Foamposite, -21.11, 78, 142
Nike, Foamposite, 0, 1, 50
Nike, Foamposite, 6, 18, 106
Nike, Foamposite, -2.67, 12, 73
Nike, Foamposite, 18, 1, 295
Nike, Foamposite, -13.48, 272, 199
Nike, Foamposite, -45, 20, 99
Nike, Foamposite, 28, 30, 256
Nike, Foamposite, 28.5, 23, 257
Nike, Foamposite, -11.6, 56, 221
Nike, Foamposite, -27.22, 7, 131
Nike, Foamposite, 10, 4, 110
Nike, Foamposite, -36, 3, 48
Nike, Foamposite, -0.91, 66, 218
Nike, Foamposite, -0.87, 159, 228
Nike, Foamposite, -32.78, 22, 121
Nike, Foamposite, 43, 33, 286
Nike, Foamposite, -25.2, 401, 187
Nike, Foamposite, -28.33, 17, 129
Nike, Foamposite, 10, 259, 253
Nike, Foamposite, 4.44, 11, 188
Nike, Foamposite, -29.13, 972, 163
Nike, Foamposite, -31.11, 54, 124
Nike, Foamposite, 8, 4, 108
Nike, Foamposite, 30.67, 1, 98
Nike, Foamposite, -6.4, 305, 234
Nike, Foamposite, 225.56, 1, 586
Nike, Foamposite, 36.96, 341, 315
Nike, Foamposite, -28.89, 4, 128
Nike, Foamposite, -9.67, 104, 271
Nike, Foamposite, 205.88, 3, 520
Nike, Foamposite, 22.61, 130, 282
Nike, Foamposite, -12.22, 3, 158
Nike, Foamposite, -6.09, 215, 216
Nike, Foamposite, 4, 408, 260
Nike, Foamposite, -21.67, 37, 141
Nike, Foamposite, -37.22, 41, 113
Nike, Foamposite, 3.33, 31, 186
Nike, Foamposite, -20.43, 430, 183
Nike, Foamposite, -19.57, 332, 185
Nike, Foamposite, -31.11, 79, 124
Nike, Foamposite, 287.5, 2, 775
Nike, Foamposite, -0.56, 57, 179
Nike, Foamposite, 22.13, 209, 287
Nike, Foamposite, -37.78, 3, 112
Nike, Foamposite, -21, 2, 79
Nike, Foamposite, 79.6, 185, 449
Nike, Foamposite, 10, 22, 220
Nike, Foamposite, -2.5, 61, 195
Nike, Foamposite, -2.8, 18, 243
Nike, Foamposite, -20.45, 72, 175
Nike, Foamposite, 39.55, 99, 307
Nike, Foamposite, -8.26, 219, 211
Nike, Foamposite, -12, 132, 220
Nike, Foamposite, 10, 71, 242
Nike, Foamposite, -1.67, 72, 236
Nike, Foamposite, 29.13, 169, 297
Nike, Foamposite, 110.5, 6, 421
Nike, Foamposite, 32, 41, 264
Nike, Foamposite, 15.6, 119, 289
Nike, Foamposite, -5.22, 91, 218
Nike, Foamposite, 131.11, 1, 104
Nike, KD, 6.67, 50, 160
Nike, KD, 6.67, 383, 160
