brand, total_sales, type
Jordan, 1238, 4
Jordan, 1575, 4
Jordan, 86, 4
Jordan, 974, 4
Jordan, 194, 4
Jordan, 646, 4
Jordan, 3630, 4
Jordan, 217, 4
Jordan, 788, 4
Jordan, 379, 4
Jordan, 62, 4
Jordan, 348, 4
Jordan, 1154, 4
Jordan, 27, 4
Jordan, 106, 4
Jordan, 310, 4
Jordan, 48, 4
Jordan, 1412, 4
Jordan, 494, 4
Jordan, 1013, 4
Jordan, 212, 4
Jordan, 195, 4
Jordan, 4, 4
Jordan, 5, 4
Jordan, 933, 4
Jordan, 117, 4
Jordan, 7, 4
Jordan, 29, 4
Jordan, 5, 4
Jordan, 158, 4
Jordan, 31, 4
Jordan, 1732, 4
Jordan, 790, 4
Jordan, 1, 4
Jordan, 1, 4
Jordan, 4444, 4
Jordan, 1388, 4
Jordan, 975, 4
Jordan, 3, 4
Jordan, 631, 4
Jordan, 14, 4
Jordan, 34, 4
Jordan, 161, 4
Jordan, 1069, 4
Jordan, 64, 4
Jordan, 322, 4
Jordan, 7, 4
Jordan, 436, 4
Jordan, 21, 4
Jordan, 747, 4
Jordan, 46, 4
Jordan, 2, 4
Jordan, 4, 4
Jordan, 55, 4
Jordan, 18198, 4
Jordan, 1, 4
Jordan, 12, 4
Jordan, 14, 4
Jordan, 440, 4
Jordan, 2761, 4
Jordan, 370, 4
Jordan, 24, 4
Jordan, 51, 4
Jordan, 2, 4
Jordan, 1, 4
Jordan, 27, 4
Jordan, 13, 4
Jordan, 11, 4
Jordan, 29, 4
Jordan, 22, 4
Jordan, 64, 4
Jordan, 9, 4
Jordan, 53, 4
Jordan, 2, 4
Jordan, 9, 4
Jordan, 28, 5
Jordan, 163, 5
Jordan, 138, 5
Jordan, 193, 5
Jordan, 254, 5
Jordan, 28, 5
Jordan, 17, 5
Jordan, 261, 5
Jordan, 24, 5
Jordan, 10, 5
Jordan, 142, 5
Jordan, 154, 5
Jordan, 1883, 5
Jordan, 246, 5
Jordan, 2, 5
Jordan, 48, 5
Jordan, 940, 5
Jordan, 71, 5
Jordan, 6, 5
Jordan, 244, 5
Jordan, 32, 5
Jordan, 27, 5
Jordan, 10, 5
Jordan, 46, 5
Jordan, 75, 5
Jordan, 81, 5
Jordan, 50, 5
Jordan, 136, 5
Jordan, 450, 5
Jordan, 429, 5
Jordan, 22, 5
Jordan, 27, 5
Jordan, 75, 5
Jordan, 807, 5
Jordan, 66, 5
Jordan, 2399, 5
Jordan, 44, 5
Jordan, 67, 5
Jordan, 10, 5
Jordan, 40, 5
Jordan, 2221, 5
Jordan, 87, 5
Jordan, 67, 5
Jordan, 18, 5
Jordan, 225, 5
Jordan, 5, 5
Jordan, 524, 5
Jordan, 16, 5
Jordan, 21, 5
Jordan, 498, 5
Jordan, 30, 5
Jordan, 41, 5
Jordan, 42, 5
Jordan, 191, 5
Jordan, 273, 5
Jordan, 93, 5
Jordan, 28, 5
Jordan, 167, 5
Jordan, 5, 5
Jordan, 2, 5
Jordan, 359, 5
Jordan, 22, 5
Jordan, 44, 5
Jordan, 5, 5
Jordan, 531, 5
Jordan, 1, 5
Jordan, 483, 5
Jordan, 17, 5
Jordan, 2, 5
Jordan, 407, 5
Jordan, 5, 5
Jordan, 821, 5
Jordan, 39, 5
Jordan, 3436, 5
Jordan, 447, 5
Jordan, 31, 5
Jordan, 262, 5
Jordan, 21, 5
Jordan, 28, 5
Jordan, 234, 5
Jordan, 324, 5
Jordan, 230, 5
Jordan, 23, 5
Jordan, 1053, 5
Jordan, 100, 5
Jordan, 2, 5
Jordan, 4, 5
Jordan, 2206, 5
Jordan, 307, 5
Jordan, 33, 5
Jordan, 26, 5
Jordan, 27, 5
Jordan, 48, 5
Jordan, 356, 5
Jordan, 3, 5
Jordan, 395, 5
Jordan, 218, 5
Jordan, 233, 5
Jordan, 10, 5
Jordan, 15, 5
Jordan, 30, 5
Jordan, 12, 5
Jordan, 827, 5
Jordan, 152, 5
Jordan, 4087, 5
Jordan, 569, 5
Jordan, 141, 5
Jordan, 61, 5
Jordan, 1, 5
Jordan, 7, 5
Jordan, 28, 5
Jordan, 6, 5
Jordan, 124, 5
Jordan, 232, 5
Jordan, 2, 5
Jordan, 11, 5
Jordan, 2, 5
Jordan, 12, 5
Jordan, 71, 5
Jordan, 6, 5
Jordan, 26, 5
Jordan, 91, 5
Jordan, 34, 5
Jordan, 12, 5
Jordan, 1, 5
Jordan, 53, 5
Jordan, 9, 5
Jordan, 1, 6
Jordan, 937, 6
Jordan, 185, 6
Jordan, 608, 6
Jordan, 169, 6
Jordan, 22, 6
Jordan, 573, 6
Jordan, 33, 6
Jordan, 375, 6
Jordan, 32, 6
Jordan, 161, 6
Jordan, 64, 6
Jordan, 7, 6
Jordan, 88, 6
Jordan, 1007, 6
Jordan, 90, 6
Jordan, 47, 6
Jordan, 175, 6
Jordan, 1727, 6
Jordan, 253, 6
Jordan, 16, 6
Jordan, 196, 6
Jordan, 12, 6
Jordan, 2, 6
Jordan, 12, 6
Jordan, 359, 6
Jordan, 41, 6
Jordan, 780, 6
Jordan, 1488, 6
Jordan, 248, 6
Jordan, 64, 6
Jordan, 16, 6
Jordan, 81, 6
Jordan, 245, 6
Jordan, 23, 6
Jordan, 250, 6
Jordan, 21, 6
Jordan, 242, 6
Jordan, 846, 6
Jordan, 95, 6
Jordan, 39, 6
Jordan, 8, 6
Jordan, 346, 6
Jordan, 1, 6
Jordan, 15, 6
Jordan, 21, 6
Jordan, 157, 6
Jordan, 273, 6
Jordan, 59, 6
Jordan, 1097, 6
Jordan, 127, 6
Jordan, 7, 6
Jordan, 47, 6
Jordan, 14, 6
Jordan, 56, 6
Jordan, 296, 6
Jordan, 2, 6
Jordan, 68, 6
Jordan, 51, 6
Jordan, 270, 6
Jordan, 274, 6
Jordan, 40, 6
Jordan, 44, 6
Jordan, 241, 6
Jordan, 628, 6
Jordan, 21, 6
Jordan, 4, 6
Jordan, 1871, 6
Jordan, 470, 6
Jordan, 19, 6
Jordan, 17, 6
Jordan, 1330, 6
Jordan, 133, 6
Jordan, 41, 6
Jordan, 1195, 6
Jordan, 173, 6
Jordan, 115, 6
Jordan, 82, 6
Jordan, 9, 6
Jordan, 1574, 6
Jordan, 1703, 6
Jordan, 31, 6
Jordan, 6, 6
Jordan, 64, 6
Jordan, 15, 6
Jordan, 22, 6
Jordan, 1, 6
Jordan, 6, 6
Jordan, 5, 6
Jordan, 26, 6
Jordan, 9, 6
Jordan, 23, 6
Jordan, 31, 6
Jordan, 6, 6
Jordan, 6, 6
Jordan, 1, 6
Jordan, 1, 7
Jordan, 4, 7
Jordan, 4, 7
Jordan, 222, 7
Jordan, 16, 7
Jordan, 427, 7
Jordan, 12, 7
Jordan, 191, 7
Jordan, 2, 7
Jordan, 145, 7
Jordan, 68, 7
Jordan, 79, 7
Jordan, 24, 7
Jordan, 160, 7
Jordan, 171, 7
Jordan, 38, 7
Jordan, 13, 7
Jordan, 19, 7
Jordan, 237, 7
Jordan, 59, 7
Jordan, 37, 7
Jordan, 64, 7
Jordan, 23, 7
Jordan, 336, 7
Jordan, 69, 7
Jordan, 100, 7
Jordan, 1, 7
Jordan, 44, 7
Jordan, 8, 7
Jordan, 948, 7
Jordan, 197, 7
Jordan, 56, 7
Jordan, 34, 7
Jordan, 34, 7
Jordan, 5, 7
Jordan, 6, 7
Jordan, 38, 7
Jordan, 296, 7
Jordan, 268, 7
Jordan, 264, 7
Jordan, 435, 7
Jordan, 15, 7
Jordan, 9, 7
Jordan, 9, 7
Jordan, 5, 7
Jordan, 120, 7
Jordan, 354, 7
Jordan, 39, 7
Jordan, 110, 7
Jordan, 205, 7
Jordan, 44, 7
Jordan, 29, 7
Jordan, 548, 7
Jordan, 22, 7
Jordan, 19, 7
Jordan, 637, 7
Jordan, 201, 7
Jordan, 48, 7
Jordan, 383, 7
Jordan, 122, 7
Jordan, 2, 7
Jordan, 1, 7
Jordan, 4, 7
Jordan, 51, 7
Jordan, 31, 7
Jordan, 1003, 7
Jordan, 243, 7
Jordan, 18, 7
Jordan, 1, 7
Jordan, 3, 7
Jordan, 5, 7
Jordan, 1, 8
Jordan, 276, 8
Jordan, 93, 8
Jordan, 129, 8
Jordan, 1, 8
Jordan, 107, 8
Jordan, 459, 8
Jordan, 21, 8
Jordan, 22, 8
Jordan, 27, 8
Jordan, 341, 8
Jordan, 21, 8
Jordan, 13, 8
Jordan, 386, 8
Jordan, 22, 8
Jordan, 22, 8
Jordan, 327, 8
Jordan, 14, 8
Jordan, 236, 8
Jordan, 529, 8
Jordan, 31, 8
Jordan, 124, 8
Jordan, 7, 8
Jordan, 10, 8
Jordan, 11, 8
Jordan, 2081, 8
Jordan, 2161, 8
Jordan, 22, 8
Jordan, 40, 8
