name, premium, brand, retail_price
Air Zoom Flight '98 The Glove Black-White OG, 25.52, Nike, 145
Air Zoom Flight 96 Olympic (2016), -50, Nike, 130
Air Zoom Huarache 2K4 All-Star (2016), -41.33, Nike, 150
Barkley Posite Max All-Star Rayguns, -29.2, Nike, 250
Kyrie 1 All Star, 35.38, Nike, 130
Kyrie 2 Doernbecher, 70.83, Nike, 120
Kyrie 3 Black Suede, -44.17, Nike, 120
Kyrie 3 Finals Gold, 25.83, Nike, 120
Kyrie 3 Kyrache Light, -40, Nike, 120
Kyrie 3 Mamba Mentality Bruce Lee, 144.17, Nike, 120
Kyrie 3 Red Suede, -41.67, Nike, 120
Kyrie 4 70s (Decades Pack), -2.5, Nike, 120
Kyrie 4 80s (Decades Pack), -5, Nike, 120
Kyrie 4 90s (Decades Pack), 5.83, Nike, 120
Kyrie 4 All-Star (2018), 9.17, Nike, 120
Kyrie 4 Ankle Taker, -26.67, Nike, 120
Kyrie 4 Black Metallic Silver, -30.83, Nike, 120
Kyrie 4 Blackout, -4.17, Nike, 120
Kyrie 4 Chinese New Year (2018), 50, Nike, 120
Kyrie 4 City Guardians, -19.17, Nike, 120
Kyrie 4 Confetti, 140, Nike, 120
Kyrie 4 Confetti (GS), 77, Nike, 100
Kyrie 4 Day of the Dead, 14.62, Nike, 130
Kyrie 4 Equality Black History Month (2018), 36.67, Nike, 120
Kyrie 4 Halloween, 10, Nike, 120
Kyrie 4 Kix, 2.5, Nike, 120
Kyrie 4 Lucky Charms, 66.67, Nike, 120
Kyrie 4 Lucky Charms (GS), 40, Nike, 100
Kyrie 4 N7 (2018), -16.67, Nike, 120
Kyrie 4 Power Is Female, 7.5, Nike, 120
Kyrie 4 Think 16, -25.83, Nike, 120
Kyrie 4 Uncle Drew, -6.67, Nike, 120
Kyrie 4 Year of the Monkey, -24.8, Nike, 125
Kyrie 5 Black Magic, -9.23, Nike, 130
Kyrie 5 Concepts Ikhet, 41.43, Nike, 140
Kyrie 5 Multi-Color, -12.31, Nike, 130
Kyrie 5 Taco PE, 21.54, Nike, 130
Nike Air Penny II Orlando (2015), -41.33, Nike, 150
Nike Air Penny II Varsity Royal, -38.75, Nike, 160
Nike Air Penny IV Orlando Home (2017), -49.38, Nike, 160
Nike Air Pressure Retro White Cement Grey (2016), -37, Nike, 300
Nike Basketball Class of 97 Pack, -22.86, Nike, 385
Nike Blazer Mid 77 Habanero Red, 32, Nike, 100
Nike Blazer Mid 77 Lucid Green, 31, Nike, 100
Nike Blazer Mid 77 Pacific Blue, 34, Nike, 100
Nike Blazer Mid LA vs. NYC, 18.33, Nike, 120
Nike Blazer Mid Off-White All Hallow's Eve, 367.69, Nike, 130
Nike Blazer Mid Off-White Grim Reaper, 307.69, Nike, 130
Nike Blazer Mid Off-White Wolf Grey Serena "Queen", 512.31, Nike, 130
Nike Blazer Royal Easter (2018), -18.18, Nike, 110
Nike Dunk Sky Hi Black Gum (W), -40.83, Nike, 120
Nike Hyperdunk 08 United We Rise (2016), -43.75, Nike, 160
Nike Kyrie S1 Hybrid What The (Multicolor), 20, Nike, 130
Nike PG 1 Black Aqua, -41.82, Nike, 110
Nike PG 1 Black Gum, -25.45, Nike, 110
Nike PG 1 Black University Gold, -31.82, Nike, 110
Nike PG 1 Bright Violet, -41.82, Nike, 110
Nike PG 1 Shining "Pre-Heat", 63.64, Nike, 110
Nike PG 1 USA, -35.45, Nike, 110
Nike PG 1 Volt, -38.18, Nike, 110
Nike PG 2 Playstation, 378.18, Nike, 110
Nike PG 2.5 Playstation Multi-Color, 38.18, Nike, 110
Nike PG 2.5 Playstation White, 70, Nike, 110
Nike PG 2.5 Playstation Wolf Grey, 38.18, Nike, 110
Nike PG 2.5 Playstation Wolf Grey (GS), 8.89, Nike, 90
Nike PG 3 NASA, 21.67, Nike, 120
Nike React Hyperdunk 2017 Flyknit Multi-Color, -46.88, Nike, 160
Nike React Hyperdunk 2017 Flyknit Off-White, 208.5, Nike, 200
Nike Vandal 2K Black Metallic Gold (W), 52.5, Nike, 120
Nike Vandal 2K Metallic Silver University Red (W), 45, Nike, 120
Nike Vandal High John Elliott Sail, -18, Nike, 150
Nike Vandal High Supreme Carhartt WIP Black, 48.46, Nike, 130
Nike Vandal High Supreme Nylon OG (2017), 1.11, Nike, 90
Nike Zoom Rookie Black, -32.38, Nike, 210
Nike Zoom Rookie Glow-In-The-Dark (2018), -29.52, Nike, 210
PG 2 All-Star (2018), 10.91, Nike, 110
PG 2 Home, -22.73, Nike, 110
PG 2 Mamba Mentality, -10, Nike, 110
PG 2 NCAA, 0.91, Nike, 110
Shake N'Destrukt Black White, -35.71, Nike, 140
Air Fear Of God 1 Light Bone, 126.33, Nike, 395
Air More Uptempo Chrome White (W), -14.38, Nike, 160
Air More Uptempo Flax, -36.22, Nike, 185
Kyrie 3 Aqua, -6.67, Nike, 120
Kyrie 4 Dark Obsidian "Think Twice", -36.67, Nike, 120
Kyrie 4 Mamba Mentality, -15, Nike, 120
Kyrie 4 Red Carpet, 20.83, Nike, 120
Kyrie 5 Concepts Ikhet (Special Box), 62.14, Nike, 140
Kyrie 5 Just Do It, -9.23, Nike, 130
Nike Air Penny II White Royal (2016), -51.88, Nike, 160
Kyrie 4 NCAA, 5.83, Nike, 120
Kyrie 4 Cinnamon Toast Crunch, 30, Nike, 120
Air Foamposite One Abalone, -16.4, Nike, 250
Air Foamposite One Big Bang, 118.26, Nike, 230
Air Foamposite One Blue Mirror, 38.55, Nike, 275
Air Foamposite One Chrome White (W), -30.87, Nike, 230
Air Foamposite One Chromeposite, 54.91, Nike, 275
Air Foamposite One Copper (2017), -26.96, Nike, 230
Air Foamposite One Denim, -28.26, Nike, 230
Air Foamposite One Eggplant (2017), -6.52, Nike, 230
Air Foamposite One Gone Fishing, 8.8, Nike, 250
Air Foamposite One Habanero Red, -17.83, Nike, 230
Air Foamposite One Hologram, 25.22, Nike, 230
Air Foamposite One Iridescent (W), -48.26, Nike, 230
Air Foamposite One Knicks, -13.04, Nike, 230
Air Foamposite One Legion Green, -35.22, Nike, 230
Air Foamposite One Legion Green (GS), -51.67, Nike, 180
Air Foamposite One Lunar New Year 2018, 100.36, Nike, 275
Air Foamposite One Marble (W), -28.26, Nike, 230
Air Foamposite One Maroon, 0, Nike, 230
Air Foamposite One Metallic Gold, -10, Nike, 230
Air Foamposite One Metallic Red (2017), 48.7, Nike, 230
Air Foamposite One Navy Gum, -20.87, Nike, 230
Air Foamposite One Obsidian Glitter (W), -31.3, Nike, 230
Air Foamposite One Olympic, 19.6, Nike, 250
Air Foamposite One Oregon Ducks, 90, Nike, 250
Air Foamposite One Particle Beige (W), -33.48, Nike, 230
Air Foamposite One Pearlized Pink, 72.27, Nike, 220
Air Foamposite One Phoenix Suns, 63.64, Nike, 220
Air Foamposite One Royal Blue XX 20th Anniversary (2017), -1.74, Nike, 230
Air Foamposite One Rust Pink, -25.22, Nike, 230
Air Foamposite One Rust Pink (GS), -1.11, Nike, 180
Air Foamposite One Sharpie Pack, -37.4, Nike, 500
Air Foamposite One Thermal Map, 2, Nike, 250
Air Foamposite One Weatherman, -10.8, Nike, 250
Air Foamposite One White Out, -16.82, Nike, 220
Air Foamposite One Wu-Tang Optic Yellow, -0.43, Nike, 230
Air Foamposite Pro All-Star (2018), -20, Nike, 250
Air Foamposite Pro Area 72 Asteroid, 15.6, Nike, 250
Air Foamposite Pro Army Camo, 26, Nike, 250
Air Foamposite Pro Black Metallic Gold, -11.3, Nike, 230
Air Foamposite Pro Dr. Doom (2016), -13.48, Nike, 230
Air Foamposite Pro Hyper Cobalt, -0.87, Nike, 230
Air Foamposite Pro Pure Platinum, -25.2, Nike, 250
Air Foamposite Pro Red October, 10, Nike, 230
Air Foamposite Pro Sequoia, -29.13, Nike, 230
Air Foamposite Pro Silver Surfer, -6.4, Nike, 250
Air Foamposite Pro University Red, 36.96, Nike, 230
Air Foamposite Pro Vachetta Tan, -9.67, Nike, 300
Air Foamposite Pro White Gucci, 22.61, Nike, 230
Air Foamposite Pro Wool Fleece, -6.09, Nike, 230
Air Foamposite Pro Yeezy, 4, Nike, 250
Air Nike Foamposite Pro Island Green, -20.43, Nike, 230
Air Nike Foamposite Pro Metallic Gold, -19.57, Nike, 230
Air Foamposite One Fighter Jet, 22.13, Nike, 235
Air Foamposite One Northern Lights, 79.6, Nike, 250
Air Foamposite One University Blue, -8.26, Nike, 230
Air Foamposite One Wolf Grey Suede, -12, Nike, 250
Air Foamposite Pro Gucci, 29.13, Nike, 230
Air Foamposite Pro Spiderman, 15.6, Nike, 250
KD 10 Aunt Pearl, 6.67, Nike, 150
KD 10 Aunt Pearl (GS), -33.85, Nike, 130
KD 10 Black History Month (2018), -11.33, Nike, 150
KD 10 Black White, -14.67, Nike, 150
KD 10 Blackout, -28.67, Nike, 150
KD 10 Multi-Color, -30, Nike, 150
KD 10 Numbers, -37.33, Nike, 150
KD 10 University Red, -38, Nike, 150
KD 11 EYBL, 29.33, Nike, 150
KD 11 Multi-Color Metallic Gold, -1.33, Nike, 150
KD 11 Paranoid, 0, Nike, 150
KD 11 Still KD, -8.67, Nike, 150
KD 4 Think 16 (Thunderstruck), -7.86, Nike, 140
KD 6 NOLA Gumbo League "Illusion", -8, Nike, 150
KD 6 What the KD, 43.33, Nike, 150
KD 7 Aunt Pearl, 20, Nike, 170
KD 7 EXT Floral, -8.5, Nike, 200
KD 7 What the KD, -14.5, Nike, 200
KD 10 City Series, -31.33, Nike, 150
KD 11 Multi-Color, -11.33, Nike, 150
Kobe 1 Protro 81 Pt Game, 6.86, Nike, 175
Kobe 1 Protro Black Maize, 30.86, Nike, 175
Kobe 1 Protro MPLS, -18.29, Nike, 175
Kobe 1 Protro Mamba Day, 41.71, Nike, 175
Kobe 1 Protro Think 16 (Close Out), 9.14, Nike, 175
Kobe 1 Protro Undefeated Camo, 139.44, Nike, 180
Kobe 1 Protro Undefeated Green Camo (Silver Lake), 111.67, Nike, 180
Kobe 1 Protro Undefeated Orange Camo (Phoenix), 128.89, Nike, 180
Kobe 1 Protro Undefeated Red Camo (Santa Monica), 107.22, Nike, 180
Kobe 1 Protro Undefeated White, 120.56, Nike, 180
Kobe 1 Protro Undefeated Yellow Camo (La Brea), 331.11, Nike, 180
Kobe 1 Protro White Black Red, -21.71, Nike, 175
Kobe 10 Elite Chester, -29, Nike, 200
Kobe 10 Elite Christmas, 6, Nike, 200
Kobe 10 Elite Mambacurial, -10.5, Nike, 200
Kobe 11 EM Low Mambacurial, -25, Nike, 160
Kobe 11 Elite Low 4KB, 3.64, Nike, 220
Kobe 11 Elite Low All Star (2016), -14.55, Nike, 220
Kobe 11 Elite Low Bruce Lee, 4, Nike, 200
Kobe 11 Elite Low Tinker, -10.5, Nike, 200
Kobe 11 Low Mamba Day (Black), -5.33, Nike, 225
Kobe 8 SS Christmas (2013), 18.75, Nike, 160
Kobe 8 What the Kobe (WTK), 255, Nike, 140
Kobe 9 Elite Black History Month, 26.4, Nike, 250
Kobe 9 Elite Christmas (2014), 36.44, Nike, 225
Kobe 9 Elite NOLA Gumbo League "Maestro", 10.22, Nike, 225
Kobe 9 Elite What the Kobe, -2.18, Nike, 275
Kobe A.D. Black Gum, -58.13, Nike, 160
Kobe A.D. DeMar DeRozan Blue, -58, Nike, 150
Kobe A.D. Detached, -33.75, Nike, 160
Kobe A.D. Flip the Switch, -26.25, Nike, 160
Kobe A.D. Honesty, -40, Nike, 160
Kobe A.D. Lakers Black Mamba, -43.75, Nike, 160
Kobe A.D. NXT Black White, -37, Nike, 200
Kobe A.D. NXT Mambacurial, -43.5, Nike, 200
Kobe A.D. NXT University Red, -46, Nike, 200
Kobe A.D. NXT White Black, -31.5, Nike, 200
Kobe A.D. Rise, -54.37, Nike, 160
Kobe AD Sail Multi-Color, 35, Nike, 140
Kobe NXT 360 Black Multi-Color, 24.5, Nike, 200
Kobe NXT 360 Infrared, -22, Nike, 200
Kobe NXT 360 Yellow Strike, -23, Nike, 200
Nike Kobe A.D. Devin Booker PE, -11.33, Nike, 150
Nike Kobe Elite Low 4KB Liquid Lime, -42.73, Nike, 220
Kobe 1 Protro Purple Reign, -20, Nike, 175
Kobe 10 Elite High What the, -18.46, Nike, 260
Kobe A.D. Port Wine, -54.67, Nike, 150
Kobe AD Black Multi-Color, 14.29, Nike, 140
Kobe NXT 360 Multi-Color, -12, Nike, 200
Kobe NXT 360 White Multi-Color, -15.5, Nike, 200
Nike Mamba Rage Grinch, 4, Nike, 100
Air Zoom Generation Black White Retro, 1.71, Nike, 175
Air Zoom Generation SVSM Retro, 22.86, Nike, 175
Air Zoom Generation White Black Retro, 27.43, Nike, 175
LeBron 11 Christmas, -23.5, Nike, 200
LeBron 11 King's Pride, -28, Nike, 200
LeBron 11 NOLA Gumbo League "Gator King", -19.09, Nike, 220
LeBron 11 South Beach, -32.5, Nike, 200
LeBron 11 What the LeBron, 2.4, Nike, 250
LeBron 12 What the LeBron, 2.4, Nike, 250
LeBron 15 Ashes, -10.81, Nike, 185
LeBron 15 Black Bright Crimson, -31.89, Nike, 185
LeBron 15 Black Gold, 6.49, Nike, 185
LeBron 15 Black Gum, 1.62, Nike, 185
LeBron 15 Black History Month (2018), -14.05, Nike, 185
LeBron 15 Cereal, 19.46, Nike, 185
LeBron 15 City Series, -10.81, Nike, 185
LeBron 15 Ghost, 29.73, Nike, 185
LeBron 15 Graffiti, -20.54, Nike, 185
LeBron 15 Griffey, 45, Nike, 200
LeBron 15 Lifestyle KITH Concrete, 0, Nike, 230
LeBron 15 Lifestyle KITH Stained Glass, 56.52, Nike, 230
LeBron 15 Low Blackout, -32, Nike, 150
LeBron 15 Low Melon, -16.67, Nike, 150
LeBron 15 Low University Red, -30, Nike, 150
LeBron 15 Multi-Color, -19.46, Nike, 185
LeBron 15 New Heights, -11.89, Nike, 185
LeBron 15 Orange Box, 38.5, Nike, 200
LeBron 15 Performance KITH King's Cloak, 116.08, Nike, 255
LeBron 15 Performance KITH Rose Gold, 79, Nike, 200
LeBron 15 Performance KITH Suit of Armor, 16.86, Nike, 255
LeBron 15 Red Diamond Turf, 2.5, Nike, 200
LeBron 15 Rust Pink, -2.16, Nike, 185
LeBron 16 1 Thru 5 (What The), 65, Nike, 200
LeBron 16 Equality Away (2019), -3.78, Nike, 185
LeBron 16 Equality Home (2019), -4.32, Nike, 185
LeBron 16 HFR (W), 41.2, Nike, 250
LeBron 16 I Promise, 14.05, Nike, 185
LeBron 16 King, 16.76, Nike, 185
LeBron 16 Multi-Color, -5.95, Nike, 185
LeBron 16 Oreo, -8.65, Nike, 185
LeBron 16 Superman SuperBron, 7, Nike, 200
LeBron 3 Black Gold (2018), 17.14, Nike, 175
LeBron 3 Christ The King (2018), 64, Nike, 175
LeBron 3 Superman Red (2019), 61.71, Nike, 175
LeBron Icon John Elliott White, 27.2, Nike, 250
LeBron X EXT Denim, -9.44, Nike, 180
LeBron X Re-Entry, 4.44, Nike, 180
LeBron Zoom Soldier 1 Think 16 (25 Straight), 12, Nike, 150
Lebron 15 Mowabb, 8, Nike, 200
LeBron 9 PS Elite South Beach, 36.8, Nike, 250
LeBron X All-Star Area 72, -4.5, Nike, 200
Air Zoom Generation Wheat Retro, -26.22, Nike, 225
LeBron 14 Low White Ice, -52.67, Nike, 150
LeBron 15 Air Max 95, 23, Nike, 200
LeBron 15 Diamond Turf, 33.5, Nike, 200
LeBron 15 Hardwood Classics, -19.46, Nike, 185
LeBron 15 Lifestyle KITH City of Angels, 23.86, Nike, 285
LeBron 15 Low Ashes, -24.67, Nike, 150
LeBron 15 Low Black Gold, -26, Nike, 150
LeBron 15 Low Light Bone, -18, Nike, 150
LeBron 15 Low White Metallic Silver, -16, Nike, 150
LeBron 16 Fresh Bred, -12.43, Nike, 185
LeBron 16 I'm King, -4.86, Nike, 185
LeBron 3 White Navy (2018), 26.29, Nike, 175
LeBron 15 Lifestyle KITH King's Crown, 119.3, Nike, 285
Air Diamond Turf 49ers (2017), 19.13, Nike, 115
Air Huarache Black Black White, -21.82, Nike, 110
Air Huarache Triple Red, -13.64, Nike, 110
Air Huarache White Platinum, -42.14, Nike, 140
Air Presto Acronym Volt, 261, Nike, 200
Air Presto Off-White, 855, Nike, 160
Air Zoom Vapor X Kyrie Hot Lava, 9.44, Nike, 180
Flyknit Trainer Pale Grey, -10.67, Nike, 150
Flyknit Trainer Sunset Tint, -30, Nike, 150
Flyknit Trainer White Black (2017), 53.33, Nike, 150
Nike ACG Dog Mountain Black Hyper Grape, 4.55, Nike, 110
Nike ACG Dog Mountain Emerald Rise, 10, Nike, 110
Nike ACG Dog Mountain Summit White Black Laser Orange, 2.73, Nike, 110
Nike ACG Ruckel Ridge Black Habanero Red, -10.56, Nike, 180
Nike ACG Ruckel Ridge Clay Green, -9.44, Nike, 180
Nike ACG Ruckel Ridge Gunsmoke, 19.44, Nike, 180
Nike Benassi JDI Fanny Pack Cool Grey, 12, Nike, 50
Nike Benassi JDI Fanny Pack Green, 12, Nike, 50
Nike Cortez Basic Leather Forrest Gump (2017), -1.25, Nike, 80
Nike Court Lite NYC, 30.67, Nike, 75
Nike Flyknit Racer Be True (2017), 9.33, Nike, 150
Nike Flyknit Racer Black White Volt, -20.67, Nike, 150
Nike Flyknit Racer Goddess, -33.33, Nike, 150
Nike Flyknit Racer Multi-Color 2.0 (2015-2017), -36.67, Nike, 150
Nike Flyknit Racer Multi-Color 3.0 (2016), -30, Nike, 150
Nike Flyknit Racer Oreo 2, -12.67, Nike, 150
Nike Flyknit Racer Triple Black, -22.67, Nike, 150
Nike HyperAdapt 1.0 Black (2nd Release Restock Re-Issue Box), -7.36, Nike, 720
Nike HyperAdapt 1.0 Metallic Silver, -7.08, Nike, 720
Nike HyperAdapt 1.0 Sport Royal Tinker Blue, -27.78, Nike, 720
Nike Killshot 2 J Crew Sail Midnight Navy, 37.78, Nike, 90
Nike M2K Tekno Black Volt (W), 34, Nike, 100
Nike M2K Tekno Pink Foam (W), 44, Nike, 100
Nike M2K Tekno White Black Orange, 30, Nike, 100
Nike Sock Dart Midnight Navy, -52.31, Nike, 130
Nike Sock Dart Triple Black, -43.85, Nike, 130
Nike Sock Dart Triple Red, -43.85, Nike, 130
Nike Zoom Fly Off-White, 300.59, Nike, 170
Nike Zoom Fly SP Breaking 2 (2018), -39.33, Nike, 150
Nike Zoom Vapor AJ3 Fire Red, -14.5, Nike, 200
NikeCraft Mars Yard Shoe 2.0 Tom Sachs Space Camp, 1004.5, Nike, 200
Nike HyperAdapt 1.0 Red Lagoon, -20.69, Nike, 720
Nike Zoom Vapor AJ3 Atmos Jade, 20.5, Nike, 200
Nike Air Presto Essential Black-Black-White, -25.83, Nike, 120
Nike HyperAdapt 1.0 Black (1st Release Pair Special Box), 14.44, Nike, 720
Nike M2K Tekno Phantom Olive Grey, 45, Nike, 100
Nike M2K Tekno White Black Orange (W), 69, Nike, 100
Nike M2K Tekno White Pure Platinum (W), 31, Nike, 100
Nike Blazer Mid Off-White, 663.08, Nike, 130
Nike Dunk SB High Black Sheep "Paid in Full", 106.48, Nike, 108
Nike Dunk SB High Cali (2014), -15, Nike, 120
Nike Dunk SB High Cncpts "Stained Glass", -41.25, Nike, 160
Nike Dunk SB High De La Soul (2015), -16, Nike, 150
Nike Dunk SB High Diamond Supply Co. "Tiffany", 114.81, Nike, 108
Nike Dunk SB High Familia Blue Ox, -4.17, Nike, 120
Nike Dunk SB High Premier "Northern Lights", 50, Nike, 120
Nike Dunk SB High Waffle, 57.27, Nike, 110
Nike Dunk SB High Wolf In Sheep's Clothing, 27.27, Nike, 110
Nike Dunk SB Low Cncpts "Grail", 4.44, Nike, 180
Nike Dunk SB Low Concord, 71.76, Nike, 85
Nike Dunk SB Low De La Soul (2015), -14.81, Nike, 135
Nike Dunk SB Low Marty McFly, 59, Nike, 100
Nike Dunk SB Low Orange Box, 6, Nike, 100
Nike Dunk SB Low Pink Box, 33.33, Nike, 120
Nike Dunk SB Low Premier "Northern Lights", 70, Nike, 110
Nike Dunk SB Low Rukus "Crawfish", 7.62, Nike, 105
Nike SB Air Force 2 Low Rivals Pack (West), -20, Nike, 95
Nike SB Air Force 2 Low Supreme Blue, 16.33, Nike, 98
Nike SB Air Force 2 Low Supreme Brown, 19.39, Nike, 98
Nike SB Air Force 2 Low Supreme Orange, 29.59, Nike, 98
Nike SB Air Force 2 Low Supreme Yellow, 39.8, Nike, 98
Nike SB Blazer Low GT Supreme Canon, 81.63, Nike, 98
Nike SB Blazer Low GT Supreme Golden Beige, 63.27, Nike, 98
Nike SB Blazer Mid Lance Mountain English Rose, 3.53, Nike, 85
Nike SB Dunk High Black Bar, -10, Nike, 120
Nike SB Dunk High Bred, 17.27, Nike, 110
Nike SB Dunk High Concepts Ugly Christmas Sweater (2017), 46.4, Nike, 125
Nike SB Dunk High Danny Supa, -8.18, Nike, 110
Nike SB Dunk High Deconstructed Doc Martens, -10.91, Nike, 110
Nike SB Dunk High Future Court Obsidian, -8, Nike, 100
Nike SB Dunk High Future Court Red, -14, Nike, 100
Nike SB Dunk High Humidity, 90, Nike, 110
Nike SB Dunk High Kevin Bradley, -9.09, Nike, 110
Nike SB Dunk High Momofuku, 60.91, Nike, 110
Nike SB Dunk High NBA Cavs, 8.18, Nike, 110
Nike SB Dunk High Premier Win Some Lose Some, 33.64, Nike, 110
Nike SB Dunk High Premier Win Some Lose Some (Special Box with Accessories), 64.55, Nike, 110
Nike SB Dunk High Reese Forbes Denim, 12.73, Nike, 110
Nike SB Dunk High Soulland FRI.day Part 02, 60.91, Nike, 110
Nike SB Dunk High Thomas Campbell What the Dunk, 158.18, Nike, 110
Nike SB Dunk Low 420 Intergalactic, -11, Nike, 100
Nike SB Dunk Low Concepts Green Lobster (Special Box), 407, Nike, 100
Nike SB Dunk Low Concepts Purple Lobster, 103.08, Nike, 130
Nike SB Dunk Low Decon Ishod Wair Mismatch, -20, Nike, 100
Nike SB Dunk Low Diamond Supply Co Black Diamond, 82, Nike, 100
Nike SB Dunk Low Diamond Supply Co White Diamond, 116, Nike, 100
Nike SB Dunk Low Elite Medicom Bearbrick, -26.09, Nike, 115
Nike SB Dunk Low Ishod Wair Flat Silver, -28.89, Nike, 90
Nike SB Dunk Low Light Cream Thunderstorm, -9.47, Nike, 95
Nike SB Dunk Low Murasaki Ride Life, -17, Nike, 100
Nike SB Dunk Low Rivals Pack (East), -12, Nike, 100
Nike SB Dunk Low Skate Camo, -3.33, Nike, 90
Nike SB Dunk Low Staple Panda Pigeon, 211, Nike, 100
Nike SB Dunk Low Summit White Wolf Grey, -16.67, Nike, 90
Nike SB Dunk Low Takashi (2018), -6.67, Nike, 90
Nike SB Dunk Low Wheat, -7, Nike, 100
Nike SB Dunk Mid Lewis Marnell, -20, Nike, 100
Nike SB Dunk Mid White Widow, 36, Nike, 100
Nike SB Gato Supreme Black, 15.45, Nike, 110
Nike SB Gato Supreme Red, 30.91, Nike, 110
Nike SB Gato Supreme White, 37.27, Nike, 110
Nike SB Nyjah White Anthracite, 66.32, Nike, 95
Nike SB Stefan Janoski Zoom Digi Floral Pink (2016), 2.22, Nike, 90
Nike SB Zoom Blazer Low Stussy, 43.53, Nike, 85
Nike SB Zoom Blazer Mid Stussy, 105.26, Nike, 95
Nike SB Dunk High Antihero Brian Anderson Black, -19.09, Nike, 110
Nike SB Dunk Low Black Pigeon, 81.82, Nike, 110
Nike SB Dunk Low Concepts Purple Lobster (Special Packaging), 170, Nike, 130
Nike SB Dunk Low Doernbecher (2018), 113.33, Nike, 90
Nike SB Gato Supreme Light Armory Blue, 37.27, Nike, 110
adidas I-5923 Black Boost, -29.23, Adidas, 130
adidas I-5923 Hawaiian Thunderstorm, 48.46, Adidas, 130
adidas I-5923 Neighborhood Core Black, 9.5, Adidas, 200
adidas I-5923 Pride Pack (2018), -7.69, Adidas, 130
adidas Iniki Runner Black White Gum, -14.17, Adidas, 120
adidas Iniki Runner Collegiate Navy, -29.23, Adidas, 130
adidas Iniki Runner Goldenrod, -33.33, Adidas, 120
adidas Iniki Runner Grey Four Core Black, -34.17, Adidas, 120
adidas Iniki Runner Pride of the 70s USA, -4.62, Adidas, 130
adidas Iniki Runner Red White, -26.15, Adidas, 130
adidas Iniki Runner Vista Grey, -35.38, Adidas, 130
adidas Iniki Runner White Navy Gum, 0.83, Adidas, 120
adidas Human Race NMD Pharrell Blank Canvas, 75.2, Adidas, 250
adidas Human Race NMD Pharrell Holi Festival (Chalk Coral), 39.6, Adidas, 250
adidas Human Race NMD Pharrell Holi Festival (Core Black), 62.4, Adidas, 250
adidas Human Race NMD Pharrell Holi Festival (Pink Glow), 32, Adidas, 250
adidas Human Race NMD Pharrell Multi-Color, 36.25, Adidas, 240
adidas Human Race NMD Pharrell Oreo, 90, Adidas, 240
adidas Human Race NMD Pharrell Pale Nude, 58.75, Adidas, 240
adidas Human Race NMD Pharrell Sun Glow, 45.83, Adidas, 240
adidas NMD CS1 Gore-tex Black, -43.48, Adidas, 230
adidas NMD CS1 Gore-tex White, -42.17, Adidas, 230
adidas NMD CS1 Parley Blue Spirit, -51.82, Adidas, 220
adidas NMD CS1 The Good Will Out Ankoku Toshi Jutsu, -5, Adidas, 220
adidas NMD CS2 Core Black Red Solid, -45.56, Adidas, 180
adidas NMD CS2 Glitch Black Red White, -57.78, Adidas, 180
adidas NMD CS2 Kith X Naked Pink, -17.14, Adidas, 210
adidas NMD CS2 Kith X Naked Sandstone, -26.67, Adidas, 210
adidas NMD CS2 Primeknit Ronin Stripes, -40.56, Adidas, 180
adidas NMD CS2 Sashiko, -48.24, Adidas, 170
adidas NMD City Sock Gum Pack White, -8.33, Adidas, 180
adidas NMD HU Pharrell Human Being Sharp Blue, 255, Adidas, 240
adidas NMD HU Pharrell Human Race Scarlet, 282.08, Adidas, 240
adidas NMD HU Pharrell Human Species Black, 287.5, Adidas, 240
adidas NMD Hu Pharrell Inspiration Pack Black, -11.6, Adidas, 250
adidas NMD Hu Pharrell Inspiration Pack Clear Sky, -7.2, Adidas, 250
adidas NMD Hu Pharrell Inspiration Pack Green, 29.6, Adidas, 250
adidas NMD Hu Pharrell Inspiration Pack Powder Blue, -22, Adidas, 250
adidas NMD Hu Pharrell Inspiration Pack White, -7.6, Adidas, 250
adidas NMD Hu Pharrell NERD Green Yellow, 314.4, Adidas, 250
adidas NMD Hu Pharrell Solar Pack Orange, 2.8, Adidas, 250
adidas NMD Hu Pharrell Solar Pack Red, 17.2, Adidas, 250
adidas NMD Hu Pharrell x Billionaire Boys Club Multi-Color, 5.6, Adidas, 250
adidas NMD Hu Pharrell x Billionaire Boys Club Navy Pink, 76.8, Adidas, 250
adidas NMD R1 "Blackout", -11.67, Adidas, 180
adidas NMD R1 A Ma Maniere x Invincible Cashmere Wool, -5.56, Adidas, 180
adidas NMD R1 Bape Olive Camo, 544.67, Adidas, 150
adidas NMD R1 Black Glitch, -39.41, Adidas, 170
adidas NMD R1 Black Gum (2018), -25.38, Adidas, 130
adidas NMD R1 Black Olive, 0.56, Adidas, 180
adidas NMD R1 Blizzard, -15.38, Adidas, 130
adidas NMD R1 Chalk White Semi Solar Yellow, -42.31, Adidas, 130
adidas NMD R1 Champs Burgundy Grey, 33.08, Adidas, 130
adidas NMD R1 Clear Pink (W), -32.31, Adidas, 130
adidas NMD R1 Colour Static Rainbow, 3.53, Adidas, 170
adidas NMD R1 Core Black Carbon, -12.31, Adidas, 130
adidas NMD R1 Core Black Clear Pink (W), -16.92, Adidas, 130
adidas NMD R1 Core Black Grey Three, -25.29, Adidas, 170
adidas NMD R1 Core Black Lush Red (2015-2017), 47.65, Adidas, 170
adidas NMD R1 Core Black Solar Orange, -17.69, Adidas, 130
