type, name, retail_price, total_sales, avg_sale_price, premium
Air Force, Air Force 1 Low University Red, 120, 2, 95, -20.83
Air Force, Air Force 1 Low Utility Black White, 100, 1125, 126, 26
Air Force, Air Force 1 Low Utility Carhartt WIP Camo, 165, 246, 134, -18.79
Air Force, Air Force 1 Low Utility Olive Canvas, 100, 390, 124, 24
Air Force, Air Force 1 Low Utility Olive Canvas (GS), 80, 55, 108, 35
Air Force, Air Force 1 Low Utility Team Orange, 100, 77, 127, 27
Air Force, Air Force 1 Low Utility White Black, 100, 1345, 127, 27
Air Force, Air Force 1 Low Utility White Black (GS), 85, 200, 104, 22.35
Air Force, Air Force 1 Low Utility maharishi White, 192, 4, 270, 40.62
Air Force, Air Force 1 Low VLONE (2017), 250, 46, 1846, 638.4
Air Force, Air Force 1 Low Vac Tech Black, 145, 1, 100, -31.03
Air Force, Air Force 1 Low Vachetta Tan, 150, 16, 150, 0
Air Force, Air Force 1 Low Valentine's Day 2018 (W), 110, 9, 164, 49.09
Air Force, Air Force 1 Low Valentines Day (2006), 110, 4, 133, 20.91
Air Force, Air Force 1 Low Vast Grey Black, 90, 40, 79, -12.22
Air Force, Air Force 1 Low Vintage Wine, 90, 43, 65, -27.78
Air Force, Air Force 1 Low Werewolf (GS), 95, 2, 65, -31.58
Air Force, Air Force 1 Low West Indies 2, 90, 4, 115, 27.78
Air Force, Air Force 1 Low What The 90s (GS), 85, 4, 109, 28.24
Air Force, Air Force 1 Low White 2018 (W), 90, 424, 117, 30
Air Force, Air Force 1 Low White Black Orange, 100, 73, 72, -28
Air Force, Air Force 1 Low White Total Orange (2012), 90, 1, 50, -44.44
Air Force, Air Force 1 Low White Yellow Ochre, 90, 25, 94, 4.44
Air Force, Air Force 1 Low Wildwood, 80, 1, 70, -12.5
Air Force, Air Force 1 Low Winter Camo, 100, 192, 117, 17
Air Force, Air Force 1 Low Winter Flax (GS), 90, 83, 106, 17.78
Air Force, Air Force 1 Low Wolf Grey Pure Platinum, 90, 5, 85, -5.56
Air Force, Air Force 1 Low Wolf Grey White, 90, 5, 101, 12.22
Air Force, Air Force 1 Low Year of the Dragon 1, 200, 19, 192, -4
Air Force, Air Force 1 Low Year of the Dragon 2, 200, 26, 152, -24
Air Force, Air Force 1 Low Year of the Dragon 3, 200, 7, 164, -18
Air Force, Air Force 1 Low Year of the Rabbit, 250, 30, 408, 63.2
Air Force, Air Force 1 Low Yeezy, 100, 21, 177, 77
Air Force, Air Force 1 Mid Black (2016), 95, 90, 79, -16.84
Air Force, Air Force 1 Mid Black Gum Volt (GS), 95, 2, 42, -55.79
Air Force, Air Force 1 Mid Black Royal (2015), 95, 4, 95, 0
Air Force, Air Force 1 Mid Bred, 95, 22, 96, 1.05
Air Force, Air Force 1 Mid Bright Melon (W), 105, 1, 80, -23.81
Air Force, Air Force 1 Mid CMFT Victor Cruz, 175, 59, 138, -21.14
Air Force, Air Force 1 Mid CMFT Victor Cruz White, 175, 67, 188, 7.43
Air Force, Air Force 1 Mid Canvas Desert Sand Vivid Sulfur, 105, 4, 72, -31.43
Air Force, Air Force 1 Mid Cork, 115, 5, 170, 47.83
Air Force, Air Force 1 Mid Flax (2016), 130, 39, 194, 49.23
Air Force, Air Force 1 Mid Flyknit Multi-Color Black, 175, 17, 94, -46.29
Air Force, Air Force 1 Mid Flyknit Multi-Color White, 175, 4, 141, -19.43
Air Force, Air Force 1 Mid Grove Green Black, 95, 17, 65, -31.58
Air Force, Air Force 1 Mid N7, 135, 2, 100, -25.93
Air Force, Air Force 1 Mid NYC Obsidian Orange, 165, 17, 142, -13.94
Air Force, Air Force 1 Mid Red Suede (GS), 85, 1, 100, 17.65
Air Force, Air Force 1 Mid Ridgerock Black, 95, 29, 74, -22.11
Air Force, Air Force 1 Mid Sail University Red, 105, 1, 60, -42.86
Air Force, Air Force 1 Mid Supreme Charles Barkley, 200, 1, 120, -40
Air Force, Air Force 1 Mid Supreme NBA Black, 165, 4506, 230, 39.39
Air Force, Air Force 1 Mid Supreme NBA White, 165, 6212, 270, 63.64
Air Force, Air Force 1 Mid Terra Orange, 95, 16, 70, -26.32
Air Force, Air Force 1 Mid Tisci Black, 260, 6, 343, 31.92
Air Force, Air Force 1 Mid Tisci Tan, 260, 24, 361, 38.85
Air Force, Air Force 1 Mid Tisci White, 260, 9, 457, 75.77
Air Force, Air Force 1 Mid University Blue (2016), 95, 6, 85, -10.53
Air Force, Air Force 1 Mid Urban Haze, 150, 1, 75, -50
Air Force, Air Force 1 Mid Utility Obsidian, 115, 25, 133, 15.65
Air Force, Air Force 1 Mid Utility University Red, 115, 176, 151, 31.3
Air Force, Air Force 1 Mid Utility University Red (GS), 95, 5, 111, 16.84
Air Force, Air Force 1 Mid Utility White Black, 115, 279, 152, 32.17
Air Force, Air Force 1 Mid Vachetta Tan, 165, 20, 134, -18.79
Air Force, Air Force 1 Mid White '07, 95, 307, 86, -9.47
Air Force, Air Force 1 Mid Wolf Grey White, 95, 1, 60, -36.84
Air Force, Air Force 1 Rebel XX Blue Void (W), 140, 1, 190, 35.71
Air Force, Air Force 1 Rebel XX Light Blue (W), 160, 2, 178, 11.25
Air Force, Air Force 1 Rebel XX Off White (W), 160, 42, 135, -15.62
Air Force, Air Force 1 Sage High Black (W), 180, 1, 100, -44.44
Air Force, Air Force 1 Sage Low Black White (W), 100, 9, 96, -4
Air Force, Air Force 1 Sage Low Night Stadium (W), 100, 3, 133, 33
Air Force, Air Force 1 Sage Low Particle Beige (W), 100, 212, 129, 29
Air Force, Air Force 1 Sage Low Triple White (W), 100, 218, 132, 32
Air Force, Air Force 1 Sage Low Trooper (W), 100, 2, 93, -7
Air Force, Air Force 1 Sage XX Luminous Green (W), 120, 3, 108, -10
Air Force, Air Force 1 Sage XX Off White (W), 120, 66, 128, 6.67
Air Force, Air Force 1 Ultra Flyknit Low Black Metallic Gold, 140, 17, 99, -29.29
Air Force, Air Force 1 Ultra Flyknit Low Multi-Color, 140, 37, 110, -21.43
Air Force, Air Force 1 Ultra Flyknit Low RKK New England Patriots (2018), 160, 461, 245, 53.12
Air Force, Air Force 1 Ultra Flyknit Low University Red, 160, 54, 89, -44.38
Air Force, Air Force 1 Ultra Flyknit Low Vapor Green, 140, 5, 108, -22.86
Air Force, Air Force 1 Ultra Flyknit Mid College Navy, 150, 5, 106, -29.33
Air Force, Air Force 1 Ultra Flyknit Mid Dark Grey Black, 175, 3, 81, -53.71
Air Force, Air Force 1 Ultra Flyknit Mid Multi-Color 2.0, 150, 54, 82, -45.33
Air Force, Air Force 1 Ultra Flyknit Mid Multi-Color 2.0 (GS), 140, 1, 60, -57.14
Air Force, Air Force 1 Ultra Flyknit Mid Palm Green, 175, 7, 72, -58.86
Air Force, Air Force 1 Ultra Flyknit Mid Triple White, 175, 6, 99, -43.43
Air Force, Air Force 1 Ultraforce High Dark Stucco, 120, 14, 45, -62.5
Air Force, Air Force 1 Ultraforce Low Blue Grey (GS), 90, 1, 70, -22.22
Air Force, Air Force 1 Ultraforce Low Triple White, 100, 24, 81, -19
Air Force, Air Force 1 Ultraforce Low Triple White (GS), 90, 34, 57, -36.67
Air Force, Air Force 1 Ultraforce Mid Pure Platinum, 110, 11, 84, -23.64
Air Force, Air Force 1 Upstep Glass Slipper (W), 200, 13, 112, -44
Air Force, Air Force 1 Upstep High Glass Slipper (W), 200, 7, 144, -28
Air Force, Air Force 1 Upstep LX Force Is Female Port Wine (W), 180, 1, 160, -11.11
Air Force, Air Force 1 Upstep Low BHM 2017 (W), 140, 2, 110, -21.43
Air Force, Air Force 1 Upstep Low Denim Rose Blue (W), 200, 5, 175, -12.5
Air Force, Air Force 1 Upstep Low Shine (W), 130, 20, 69, -46.92
Air Force, Air Force 1 Upstep Lux Black (W), 140, 7, 121, -13.57
Air Force, Air Force 1 Upstep Lux University Red (W), 140, 28, 144, 2.86
Air Force, Air Force 1 Utility Black Gum, 150, 55, 120, -20
Air Force, Air Force 1 Utility Black White (GS), 85, 23, 101, 18.82
Air Force, Air Force 1 Utility Mid Spruce Fog, 165, 33, 121, -26.67
Air Force, Air Force 1 Utility Mid Spruce Fog (GS), 150, 1, 150, 0
Air Force, Air Force 1 Utility Odell Beckham Jr, 145, 447, 158, 8.97
Air Force, Air Force 1 Utility Sequoia, 145, 3, 133, -8.28
Air Force, Air Force 1 Utility Volt, 145, 5, 131, -9.66
Air Force, Air Force 1 Utility Volt 2, 100, 102, 106, 6
Air Force, Air Force 1 Utility White Black, 145, 175, 188, 29.66
Air Force, Air Force 1 Winter Burgundy Crush, 130, 17, 97, -25.38
Air Force, Air Force 2 Low LA, 60, 1, 75, 25
Air Force, Air Force 2 Low The Dirty, 60, 1, 200, 233.33
Air Force, Air Force 270 Black White, 160, 299, 126, -21.25
Air Force, Air Force 270 Command Force, 160, 61, 109, -31.87
Air Force, Air Force 270 Medium Olive, 160, 9, 126, -21.25
Air Force, Air Force 270 Medium Olive-Challenge Red, 160, 34, 115, -28.12
Air Force, Air Force 270 Phantom, 160, 628, 200, 25
Air Force, Air Force 270 Safari, 160, 467, 138, -13.75
Air Force, Air Force 270 Utility Black Sail, 175, 2, 155, -11.43
Air Force, Air Force 270 Utility Volt, 175, 14, 101, -42.29
Air Force, Air Force 270 Wolf Grey, 160, 385, 131, -18.13
Air Force, Air Lux Force 1 Mid John Geiger White, 650, 1, 225, -65.38
Air Force, Lunar Force 1 Duckboot All White, 200, 5, 232, 16
Air Force, Lunar Force 1 Fuse Area 72, 150, 38, 104, -30.67
Air Force, Lunar Force 1 High UNDFTD Red, 175, 4, 59, -66.29
Air Force, Lunar Force 1 Low Acronym (AF100), 200, 750, 259, 29.5
Air Force, Lunar Force 1 Low Acronym Black White, 200, 24, 533, 166.5
Air Force, Lunar Force 1 Low Acronym Bright Crimson, 200, 28, 654, 227
Air Force, Lunar Force 1 Low Acronym Turbo Green, 200, 19, 426, 113
Air Force, Lunar Force 1 Low Digi Camo Black, 175, 13, 112, -36
Air Force, Lunar Force 1 Low NE Patriots (2015), 150, 24, 153, 2
Air Force, Lunar Force 1 Low New England Patriots, 150, 3, 442, 194.67
Air Force, Lunar Force 1 Low UNDFTD Black, 160, 15, 99, -38.12
Air Force, Lunar Force 1 Low White Gum, 120, 2, 90, -25
Air Force, Lunar Force 1 Low World Basketball Festival (2014), 125, 2, 118, -5.6
Air Force, Nike Air Force 1 Low Scissors, 90, 38, 67, -25.56
Air Force, Nike Lunar Force 1 Duckboot 18 Obsidian Gum, 170, 14, 174, 2.35
Air Force, Nike Lunar Force 1 Duckboot Baroque Brown Army Olive, 165, 90, 103, -37.58
Air Force, Nike Lunar Force 1 Duckboot Black Gum, 165, 173, 121, -26.67
Air Force, Nike Lunar Force 1 Duckboot Black Gum (GS), 80, 13, 71, -11.25
Air Force, Nike Lunar Force 1 Duckboot Cider (W), 170, 9, 93, -45.29
Air Force, Nike Lunar Force 1 Duckboot Dark Obsidian, 165, 43, 116, -29.7
Air Force, Nike Lunar Force 1 Duckboot Linen, 170, 22, 89, -47.65
Air Force, Nike Lunar Force 1 Duckboot Low Black, 140, 43, 86, -38.57
Air Force, Nike Lunar Force 1 Duckboot Low Olive Canvas, 140, 2, 165, 17.86
Air Force, Nike Lunar Force 1 Duckboot Low Sequoia, 140, 10, 82, -41.43
Air Force, Nike Lunar Force 1 Duckboot Low Winter White, 150, 47, 111, -26
Air Force, Nike Lunar Force 1 Duckboot Medium Olive Gum, 165, 1, 115, -30.3
Air Force, Nike Lunar Force 1 Duckboot Metallic Gold, 170, 111, 96, -43.53
Air Force, Nike Lunar Force 1 Duckboot Particle Pink (W), 170, 12, 89, -47.65
Air Force, Nike Lunar Force 1 Duckboot White (GS), 160, 13, 60, -62.5
Air Force, Nike Lunar Force 1 Duckboot Winter White, 180, 107, 110, -38.89
Air Force, Nike Lunar Force 1 Flyknit Workboot Golden Beige, 200, 14, 101, -49.5
Air Force, Nike Lunar Force 1 Low Year of the Horse, 110, 4, 78, -29.09
Air Force, Nike Lunar Force 1 Sneakerboot Black (GS), 125, 4, 75, -40
Air Force, Nike Lunar Force 1 Superhuman Anthracite, 135, 1, 91, -32.59
Air Force, Nike SB Air Force 2 Low Rugby, 95, 14, 69, -27.37
Air Force, Nike SF Air Force 1 High 90-10 All-Star (2018), 200, 12, 88, -56
Air Force, Nike SF Air Force 1 High Court Purple, 180, 128, 109, -39.44
Air Force, Nike SF Air Force 1 High Desert Ochre, 180, 110, 75, -58.33
Air Force, Nike SF Air Force 1 High Light Bone (W), 180, 206, 82, -54.44
Air Force, Nike SF Air Force 1 High Lunar New Year (2018), 180, 242, 155, -13.89
Air Force, Nike SF Air Force 1 High Ruby Rose Force Is Female Black (W), 230, 2, 130, -43.48
Air Force, Nike SF Air Force 1 High Ruby Rose Force Is Female Port Wine (W), 230, 9, 105, -54.35
Air Force, Nike SF Air Force 1 High Triple Black, 185, 632, 115, -37.84
Air Force, Nike SF Air Force 1 High Triple Black (W), 185, 105, 91, -50.81
Air Force, Nike SF Air Force 1 High White (2017), 180, 78, 197, 9.44
Air Force, Nike SF Air Force 1 High Winter Camo, 200, 227, 152, -24
Air Force, Nike SF Air Force 1 Mid Black Gum, 160, 443, 81, -49.38
Air Force, Nike SF Air Force 1 Mid Black Gum (W), 160, 2, 73, -54.37
Air Force, Nike SF Air Force 1 Mid Dark Grey, 160, 69, 71, -55.62
Air Force, Nike SF Air Force 1 Mid Desert Moss (GS), 140, 1, 55, -60.71
Air Force, Nike SF Air Force 1 Mid For Baltimore, 160, 10, 208, 30
Air Force, Nike SF Air Force 1 Mid Obsidian Metallic Gold, 160, 57, 86, -46.25
Air Force, Nike SF Air Force 1 Mid Odell Beckham Jr (GS), 140, 1, 100, -28.57
Air Force, Nike SF Air Force 1 Mid Silt Red (GS), 140, 21, 89, -36.43
Air Force, Nike SF Air Force 1 Mid Silt Red (W), 160, 132, 106, -33.75
Air Force, Nike SF Air Force 1 Mid Winter Camo, 170, 168, 114, -32.94
Air Force, Nike SF Air Force High Cedar (W), 180, 21, 82, -54.44
Air Force, SF Air Force 1 Binary Blue (W), 165, 5, 110, -33.33
Air Force, SF Air Force 1 Black Gum, 200, 25, 225, 12.5
Air Force, SF Air Force 1 Black Gum (2017 No Bag), 165, 56, 143, -13.33
Air Force, SF Air Force 1 Desert Camo, 180, 161, 162, -10
Air Force, SF Air Force 1 Desert Orche (W), 165, 1, 170, 3.03
Air Force, SF Air Force 1 Dust Grey, 185, 43, 157, -15.14
Air Force, SF Air Force 1 Faded Olive, 200, 57, 399, 99.5
Air Force, SF Air Force 1 Golden Beige (W), 185, 4, 148, -20
Air Force, SF Air Force 1 High Beef and Broccoli Pack, 200, 2, 210, 5
Air Force, SF Air Force 1 High Black Dark Grey, 200, 242, 109, -45.5
Air Force, SF Air Force 1 High Black Dynamic Yellow, 180, 123, 75, -58.33
Air Force, SF Air Force 1 High Black Gum, 200, 54, 122, -39
Air Force, SF Air Force 1 High Black Gum (W), 200, 16, 120, -40
Air Force, SF Air Force 1 High Blue Tint, 180, 29, 134, -25.56
Air Force, SF Air Force 1 High Camo, 180, 251, 95, -47.22
Air Force, SF Air Force 1 High Club Gold, 180, 84, 109, -39.44
Air Force, SF Air Force 1 High Deep Burgundy, 180, 208, 84, -53.33
Air Force, SF Air Force 1 High Dusty Peach, 180, 355, 86, -52.22
Air Force, SF Air Force 1 High Force Is Female Vintage Wine (W), 180, 107, 91, -49.44
Air Force, SF Air Force 1 High Game Royal, 180, 189, 97, -46.11
Air Force, SF Air Force 1 High Laser Orange, 180, 3, 128, -28.89
Air Force, SF Air Force 1 High Rattan, 200, 39, 136, -32
Air Force, SF Air Force 1 High Rattan (W), 200, 1, 80, -60
Air Force, SF Air Force 1 High Ridgerock, 180, 55, 99, -45
Air Force, SF Air Force 1 High Sage, 200, 3, 126, -37
Air Force, SF Air Force 1 High Total Orange, 200, 60, 146, -27
Air Force, SF Air Force 1 High Velvet Brown, 180, 47, 101, -43.89
Air Force, SF Air Force 1 High White University Red, 180, 8, 114, -36.67
Air Force, SF Air Force 1 Light Bone (W), 185, 12, 271, 46.49
Air Force, SF Air Force 1 Mid Black Cargo Khaki, 170, 75, 135, -20.59
Air Force, SF Air Force 1 Mid Black Cool Grey, 160, 46, 84, -47.5
Air Force, SF Air Force 1 Mid Black Dark Hazel, 170, 239, 82, -51.76
Air Force, SF Air Force 1 Mid Black Dark Hazel (W), 160, 1, 93, -41.87
Air Force, SF Air Force 1 Mid Black Gum (GS), 140, 1, 100, -28.57
Air Force, SF Air Force 1 Mid Cargo Khaki Total Crimson, 170, 24, 70, -58.82
Air Force, SF Air Force 1 Mid Coral Stardust, 160, 71, 77, -51.88
Air Force, SF Air Force 1 Mid Dark Stucco (W), 160, 6, 77, -51.88
Air Force, SF Air Force 1 Mid Desert Ochre, 160, 8, 89, -44.38
Air Force, SF Air Force 1 Mid Force Is Female Vintage Wine (W), 160, 46, 84, -47.5
Air Force, SF Air Force 1 Mid Ivory Mars Stone, 170, 231, 85, -50
Air Force, SF Air Force 1 Mid Ivory Olive, 170, 147, 90, -47.06
Air Force, SF Air Force 1 Mid Ivory Olive (W), 160, 2, 83, -48.12
Air Force, SF Air Force 1 Mid Mushroom, 160, 101, 69, -56.88
Air Force, SF Air Force 1 Mid Mushroom (GS), 140, 1, 79, -43.57
Air Force, SF Air Force 1 Mid Odell Beckham Jr., 160, 247, 89, -44.38
Air Force, SF Air Force 1 Mid Orange Quartz (W), 160, 1, 98, -38.75
Air Force, SF Air Force 1 Mid Outdoor Green (W), 160, 2, 94, -41.25
Air Force, SF Air Force 1 Mid Particle Beige (W), 160, 12, 78, -51.25
Air Force, SF Air Force 1 Mid Premium Praline, 150, 1, 152, 1.33
Air Force, SF Air Force 1 Mid Sequoia, 170, 36, 86, -49.41
Air Force, SF Air Force 1 Mid Team Orange, 160, 22, 63, -60.62
Air Force, SF Air Force 1 Mid Triple Black, 160, 131, 79, -50.62
Air Force, SF Air Force 1 Mid Triple Ivory, 160, 250, 151, -5.63
Air Force, SF Air Force 1 Mid Vast Grey (W), 160, 17, 101, -36.88
Air Force, SF Air Force 1 Mid Wolf Grey Black, 160, 14, 143, -10.62
Air Force, SF Air Force 1 Premium Dark Russet, 215, 4, 130, -39.53
Air Force, SF Air Force 1 String, 165, 53, 167, 1.21
Air Force, SF Air Force 1 Triple White ComplexCon, 165, 21, 225, 36.36
Air Force, Air Force 1 Foamposite Pro Low Pewter, 185, 3, 113, -38.92
Air Force, Air Force 1 High Foamposite Eggplant, 185, 6, 337, 82.16
Air Force, Air Force 1 High Force Logo Pure Platinum, 110, 2, 88, -20
Air Force, Air Force 1 High White (GS), 90, 29, 79, -12.22
Air Force, Air Force 1 Low 3D Chenille Swoosh Muted Bronze, 100, 1, 49, -51
Air Force, Air Force 1 Low Acid Washed Denim, 100, 3, 104, 4
Air Force, Air Force 1 Low Black 2014 (GS), 75, 10, 68, -9.33
Air Force, Air Force 1 Low Black History Month (2011), 120, 2, 203, 69.17
Air Force, Air Force 1 Low Black University Gold, 90, 2, 75, -16.67
Air Force, Air Force 1 Low Independence Day 2018 Red (GS), 95, 1, 95, 0
Air Force, Air Force 1 Low Independence Day 2018 White (GS), 95, 1, 80, -15.79
Air Force, Air Force 1 Low Jewel Royal Tint (W), 135, 4, 116, -14.07
Air Force, Air Force 1 Low Light Carbon Black, 90, 6, 63, -30
Air Force, Air Force 1 Low Moto (W), 100, 33, 105, 5
Air Force, Air Force 1 Low NBA Black White, 100, 48, 106, 6
Air Force, Air Force 1 Low NBA University Red (GS), 85, 8, 51, -40
Air Force, Air Force 1 Low Nautical Redux, 100, 30, 73, -27
Air Force, Air Force 1 Low Night Maroon, 165, 2, 95, -42.42
Air Force, Air Force 1 Low Questlove, 235, 8, 313, 33.19
Air Force, Air Force 1 Low Virgil Abloh Off-White (AF100), 150, 76, 1589, 959.33
Air Force, Air Force 1 Low White 2014 (GS), 75, 510, 76, 1.33
Air Force, Air Force 1 Mid Black 2014 (GS), 85, 2, 85, 0
Air Force, Air Force 1 Mid Flyknit Oreo White, 175, 3, 100, -42.86
Air Force, Air Force 1 Mid Legion Green, 95, 8, 96, 1.05
Air Force, Air Force 1 Mid Midnight Navy White, 95, 1, 65, -31.58
Air Force, Air Force 1 Mid Red Denim, 95, 9, 76, -20
Air Force, Air Force 1 Mid Red Python, 105, 2, 70, -33.33
Air Force, Air Force 1 Mid White 2014 (GS), 85, 85, 66, -22.35
Air Force, Air Force 1 Ultraforce Mid Grey (GS), 95, 1, 115, 21.05
Air Force, Air Force 1 Upstep Force Is Female White (W), 200, 64, 196, -2
Air Force, Air Force 1 Upstep Low Bread & Butter White (W), 140, 1, 130, -7.14
Air Force, Air Force 1 Upstep Low Denim Rose Sky (W), 200, 13, 177, -11.5
Air Force, Air Force 270 Utility Sequoia, 175, 31, 134, -23.43
Air Force, Air Force 270 White Metallic Silver, 160, 9, 127, -20.63
Air Force, Nike Air Force 1 Low Basketball, 90, 1, 120, 33.33
Air Force, Nike Lunar Force 1 Duckboot Black, 170, 674, 85, -50
Air Force, Nike Lunar Force 1 Duckboot Light British Tan, 165, 52, 120, -27.27
Air Force, Nike Lunar Force 1 Duckboot Medium Olive, 170, 146, 86, -49.41
Air Force, Nike Lunar Force 1 Duckboot Metallic Gold (GS), 145, 5, 62, -57.24
Air Force, Nike SF Air Force 1 High Navy Gum, 180, 470, 83, -53.89
Air Force, Nike SF Air Force 1 Mid Vast Grey, 160, 11, 77, -51.88
Air Force, SF Air Force 1 High Black Volt, 200, 1, 196, -2
Air Force, Air Force 1 Low Light Charcoal, 150, 1, 65, -56.67
Air Force, Air Force 1 '07 Virgil x MoMA (With Socks), --, 108, 1378, 
Air Force, Air Force 1 High A-COLD-WALL, --, 18, 1423, 
Air Force, Air Force 1 High Bobbito Puerto Rico Red, --, 2, 60, 
Air Force, Air Force 1 High PSNY Triple White (F&F), --, 4, 830, 
Air Force, Air Force 1 High Stash ComplexCon (2017), --, 3, 183, 
Air Force, Air Force 1 High Vlone Black White, --, 6, 967, 
Air Force, Air Force 1 Jester XX Bread & Butter Orange Peel (W), --, 1, 114, 
Air Force, Air Force 1 Low 1World KAWS, --, 6, 1950, 
Air Force, Air Force 1 Low 5 Boroughs Pack Brooklyn, --, 2, 188, 
Air Force, Air Force 1 Low 5 Boroughs Pack Manhattan, --, 2, 170, 
Air Force, Air Force 1 Low 5 Boroughs Pack Queens, --, 4, 180, 
Air Force, Air Force 1 Low Alife Arc, --, 2, 263, 
Air Force, Air Force 1 Low All Star (2006), --, 5, 147, 
Air Force, Air Force 1 Low BHM (2015), --, 8, 120, 
Air Force, Air Force 1 Low Barcode Wheat, --, 6, 103, 
Air Force, Air Force 1 Low Black Floral Pink, --, 2, 90, 
Air Force, Air Force 1 Low Boston Da Bean, --, 2, 158, 
Air Force, Air Force 1 Low Brown Pride, --, 8, 138, 
Air Force, Air Force 1 Low Colette x Busy P, --, 7, 415, 
Air Force, Air Force 1 Low Collection Royale, --, 11, 94, 
Air Force, Air Force 1 Low Craig Sager (Nike ID), --, 4, 2500, 
Air Force, Air Force 1 Low DJ Clark Kent (AF100), --, 1, 1000, 
Air Force, Air Force 1 Low Easter Egg (2006), --, 16, 174, 
Air Force, Air Force 1 Low Finish Your Breakfast, --, 1, 89, 
Air Force, Air Force 1 Low HTM 2 Black Croc, --, 1, 486, 
Air Force, Air Force 1 Low Haze Black White, --, 2, 320, 
Air Force, Air Force 1 Low Hufquake, --, 3, 258, 
Air Force, Air Force 1 Low Just Do It Pack White-Black, --, 2642, 176, 
Air Force, Air Force 1 Low Ladainian Tomlinson, --, 8, 199, 
